"Result","U:0","U:1","U:2","T","T_0","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-3.40025e+01,1.02016e-01,-1.43081e-06,-6.87926e-25,1.70974e-15,1.70974e-15,1,7.49202e+00,7.49202e+00,9.55615e-01,0.00000e+00
-3.40694e+01,1.10493e-01,4.22384e-06,3.02254e-25,1.59927e-15,1.59927e-15,1,7.53025e+00,7.53025e+00,9.55615e-01,0.00000e+00
-3.41490e+01,1.16654e-01,1.93694e-06,1.36567e-25,1.47684e-15,1.47684e-15,1,7.56847e+00,7.56847e+00,9.55615e-01,0.00000e+00
-3.42393e+01,1.20381e-01,1.35672e-06,-3.20371e-25,1.34933e-15,1.34933e-15,1,7.60670e+00,7.60670e+00,9.55615e-01,0.00000e+00
-3.43401e+01,1.21652e-01,1.38737e-06,-3.97228e-25,1.21977e-15,1.21977e-15,1,7.64492e+00,7.64492e+00,9.55615e-01,0.00000e+00
-3.44493e+01,1.20387e-01,4.14747e-07,1.08807e-24,1.09382e-15,1.09382e-15,1,7.68315e+00,7.68315e+00,9.55615e-01,0.00000e+00
-3.45657e+01,1.16661e-01,-1.49075e-06,-4.33222e-25,9.73822e-16,9.73822e-16,1,7.72137e+00,7.72137e+00,9.55615e-01,0.00000e+00
-3.46892e+01,1.10502e-01,-4.07368e-06,2.44919e-25,8.60720e-16,8.60720e-16,1,7.75959e+00,7.75959e+00,9.55615e-01,0.00000e+00
-3.48188e+01,1.02028e-01,1.57701e-06,1.24873e-27,7.56038e-16,7.56038e-16,1,7.79782e+00,7.79782e+00,9.55615e-01,0.00000e+00
-3.49568e+01,9.12226e-02,8.01161e-06,2.87601e-26,6.58408e-16,6.58408e-16,1,7.83604e+00,7.83604e+00,9.55615e-01,0.00000e+00
-3.51046e+01,7.81572e-02,1.08422e-05,1.38409e-25,5.68105e-16,5.68105e-16,1,7.87427e+00,7.87427e+00,9.55615e-01,0.00000e+00
-3.52635e+01,6.32739e-02,1.00409e-05,-2.94333e-25,4.84789e-16,4.84789e-16,1,7.91249e+00,7.91249e+00,9.55615e-01,0.00000e+00
-3.54353e+01,4.72577e-02,1.21082e-05,8.74402e-26,4.08174e-16,4.08174e-16,1,7.95072e+00,7.95072e+00,9.55615e-01,0.00000e+00
-3.56262e+01,3.09743e-02,9.36689e-06,1.24424e-24,3.37225e-16,3.37225e-16,1,7.98894e+00,7.98894e+00,9.55615e-01,0.00000e+00
-3.58420e+01,1.61426e-02,5.76864e-06,-1.06218e-25,2.71957e-16,2.71957e-16,1,8.02717e+00,8.02717e+00,9.55615e-01,0.00000e+00
-3.61043e+01,4.49391e-03,3.02006e-06,9.01176e-25,2.09059e-16,2.09059e-16,1,8.06539e+00,8.06539e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.10362e+00,8.10362e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.14184e+00,8.14184e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.18007e+00,8.18007e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.21829e+00,8.21829e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.25651e+00,8.25651e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.29474e+00,8.29474e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.33296e+00,8.33296e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.37119e+00,8.37119e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.40941e+00,8.40941e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.44764e+00,8.44764e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.48586e+00,8.48586e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.52409e+00,8.52409e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.56231e+00,8.56231e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.60054e+00,8.60054e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.63876e+00,8.63876e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.67698e+00,8.67698e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.71521e+00,8.71521e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.75343e+00,8.75343e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.79166e+00,8.79166e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.82988e+00,8.82988e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.86811e+00,8.86811e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.90633e+00,8.90633e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.94456e+00,8.94456e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,8.98278e+00,8.98278e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,9.02101e+00,9.02101e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,9.05923e+00,9.05923e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,9.09746e+00,9.09746e+00,9.55615e-01,0.00000e+00
-4.53708e+01,4.49583e-03,-2.78069e-06,-2.58537e-24,1.97603e-20,1.97603e-20,1,9.13568e+00,9.13568e+00,9.55615e-01,0.00000e+00
-4.52094e+01,1.61408e-02,-5.40521e-06,6.62927e-25,2.32227e-20,2.32227e-20,1,9.17390e+00,9.17390e+00,9.55615e-01,0.00000e+00
-4.51267e+01,3.09685e-02,-9.10344e-06,7.74551e-25,2.52201e-20,2.52201e-20,1,9.21213e+00,9.21213e+00,9.55615e-01,0.00000e+00
-4.50956e+01,4.72489e-02,-1.17145e-05,-1.22430e-24,2.60159e-20,2.60159e-20,1,9.25035e+00,9.25035e+00,9.55615e-01,0.00000e+00
-4.51018e+01,6.32618e-02,-9.76850e-06,6.63574e-25,2.58557e-20,2.58557e-20,1,9.28858e+00,9.28858e+00,9.55615e-01,0.00000e+00
-4.51360e+01,7.81444e-02,-1.05614e-05,-5.92880e-27,2.49858e-20,2.49858e-20,1,9.32680e+00,9.32680e+00,9.55615e-01,0.00000e+00
-4.51928e+01,9.12105e-02,-7.90964e-06,1.34037e-25,2.36052e-20,2.36052e-20,1,9.36503e+00,9.36503e+00,9.55615e-01,0.00000e+00
-4.52684e+01,1.02018e-01,-1.37554e-06,-1.98956e-25,2.18910e-20,2.18910e-20,1,9.40325e+00,9.40325e+00,9.55615e-01,0.00000e+00
-4.53587e+01,1.10494e-01,4.29425e-06,6.13416e-25,2.00025e-20,2.00025e-20,1,9.44148e+00,9.44148e+00,9.55615e-01,0.00000e+00
-4.54632e+01,1.16656e-01,1.96467e-06,-3.20642e-25,1.80188e-20,1.80188e-20,1,9.47970e+00,9.47970e+00,9.55615e-01,0.00000e+00
-4.55792e+01,1.20382e-01,1.37099e-06,-7.53483e-25,1.60436e-20,1.60436e-20,1,9.51793e+00,9.51793e+00,9.55615e-01,0.00000e+00
-4.57070e+01,1.21654e-01,1.39560e-06,3.19147e-25,1.41160e-20,1.41160e-20,1,9.55615e+00,9.55615e+00,9.55615e-01,0.00000e+00
-4.58437e+01,1.20390e-01,4.23734e-07,5.98098e-25,1.23154e-20,1.23154e-20,1,9.59437e+00,9.59437e+00,9.55615e-01,0.00000e+00
-4.59880e+01,1.16665e-01,-1.46797e-06,-5.75820e-25,1.06631e-20,1.06631e-20,1,9.63260e+00,9.63260e+00,9.55615e-01,0.00000e+00
-4.61397e+01,1.10506e-01,-4.04628e-06,7.58709e-25,9.16314e-21,9.16314e-21,1,9.67082e+00,9.67082e+00,9.55615e-01,0.00000e+00
-4.62972e+01,1.02034e-01,1.59794e-06,-6.53198e-25,7.82725e-21,7.82725e-21,1,9.70905e+00,9.70905e+00,9.55615e-01,0.00000e+00
-4.64629e+01,9.12292e-02,8.16215e-06,-7.83363e-26,6.62946e-21,6.62946e-21,1,9.74727e+00,9.74727e+00,9.55615e-01,0.00000e+00
-4.66378e+01,7.81645e-02,1.08521e-05,-1.32178e-25,5.56800e-21,5.56800e-21,1,9.78550e+00,9.78550e+00,9.55615e-01,0.00000e+00
-4.68225e+01,6.32820e-02,1.01110e-05,-3.78663e-25,4.63039e-21,4.63039e-21,1,9.82372e+00,9.82372e+00,9.55615e-01,0.00000e+00
-4.70184e+01,4.72669e-02,1.20961e-05,4.69007e-26,3.80588e-21,3.80588e-21,1,9.86195e+00,9.86195e+00,9.55615e-01,0.00000e+00
-4.72307e+01,3.09820e-02,9.50846e-06,-1.99624e-24,3.07728e-21,3.07728e-21,1,9.90017e+00,9.90017e+00,9.55615e-01,0.00000e+00
-4.74643e+01,1.61480e-02,5.76957e-06,3.25352e-24,2.43835e-21,2.43835e-21,1,9.93840e+00,9.93840e+00,9.55615e-01,0.00000e+00
-4.77396e+01,4.49557e-03,3.01715e-06,5.68535e-25,1.84987e-21,1.84987e-21,1,9.97662e+00,9.97662e+00,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.00148e+01,1.00148e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.00531e+01,1.00531e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.00913e+01,1.00913e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.01295e+01,1.01295e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.01677e+01,1.01677e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.02060e+01,1.02060e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.02442e+01,1.02442e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.02824e+01,1.02824e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.03206e+01,1.03206e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.03589e+01,1.03589e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.03971e+01,1.03971e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.04353e+01,1.04353e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.04735e+01,1.04735e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.05118e+01,1.05118e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.05500e+01,1.05500e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.05882e+01,1.05882e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.06264e+01,1.06264e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.06647e+01,1.06647e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.07029e+01,1.07029e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.07411e+01,1.07411e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.07793e+01,1.07793e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.08176e+01,1.08176e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.08558e+01,1.08558e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.08940e+01,1.08940e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.09322e+01,1.09322e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.09705e+01,1.09705e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.10087e+01,1.10087e+01,9.55615e-01,0.00000e+00
-5.83802e+01,4.49509e-03,-2.92233e-06,-2.68938e-24,4.42488e-26,4.42488e-26,1,1.10469e+01,1.10469e+01,9.55615e-01,0.00000e+00
-5.82299e+01,1.61397e-02,-6.05420e-06,-1.49801e-24,5.14251e-26,5.14251e-26,1,1.10851e+01,1.10851e+01,9.55615e-01,0.00000e+00
-5.81613e+01,3.09650e-02,-8.33008e-06,-2.47664e-24,5.50630e-26,5.50630e-26,1,1.11234e+01,1.11234e+01,9.55615e-01,0.00000e+00
-5.81472e+01,4.72377e-02,-1.17016e-05,1.18778e-24,5.58455e-26,5.58455e-26,1,1.11616e+01,1.11616e+01,9.55615e-01,0.00000e+00
-5.81723e+01,6.32756e-02,-1.01704e-05,9.27682e-25,5.44615e-26,5.44615e-26,1,1.11998e+01,1.11998e+01,9.55615e-01,0.00000e+00
-5.82272e+01,7.81575e-02,-1.04934e-05,-7.13442e-26,5.15573e-26,5.15573e-26,1,1.12380e+01,1.12380e+01,9.55615e-01,0.00000e+00
-5.83060e+01,9.12207e-02,-7.97304e-06,-2.01860e-25,4.76498e-26,4.76498e-26,1,1.12763e+01,1.12763e+01,9.55615e-01,0.00000e+00
-5.84045e+01,1.02016e-01,-1.82163e-06,3.74111e-25,4.31874e-26,4.31874e-26,1,1.13145e+01,1.13145e+01,9.55615e-01,0.00000e+00
-5.85189e+01,1.10490e-01,3.83467e-06,3.42995e-25,3.85241e-26,3.85241e-26,1,1.13527e+01,1.13527e+01,9.55615e-01,0.00000e+00
-5.86488e+01,1.16649e-01,1.45563e-06,-5.19098e-26,3.38349e-26,3.38349e-26,1,1.13909e+01,1.13909e+01,9.55615e-01,0.00000e+00
-5.87914e+01,1.20379e-01,7.43256e-07,-2.71118e-25,2.93350e-26,2.93350e-26,1,1.14292e+01,1.14292e+01,9.55615e-01,0.00000e+00
-5.89467e+01,1.21651e-01,6.95965e-07,5.50014e-25,2.51050e-26,2.51050e-26,1,1.14674e+01,1.14674e+01,9.55615e-01,0.00000e+00
-5.91118e+01,1.20389e-01,-4.05080e-07,-2.26493e-25,2.12941e-26,2.12941e-26,1,1.15056e+01,1.15056e+01,9.55615e-01,0.00000e+00
-5.92851e+01,1.16660e-01,-2.29217e-06,-1.00477e-25,1.79111e-26,1.79111e-26,1,1.15438e+01,1.15438e+01,9.55615e-01,0.00000e+00
-5.94662e+01,1.10496e-01,-4.71301e-06,-6.44341e-25,1.49465e-26,1.49465e-26,1,1.15821e+01,1.15821e+01,9.55615e-01,0.00000e+00
-5.96529e+01,1.02023e-01,4.14920e-07,2.68515e-25,1.23996e-26,1.23996e-26,1,1.16203e+01,1.16203e+01,9.55615e-01,0.00000e+00
-5.98478e+01,9.12209e-02,7.50044e-06,1.24345e-25,1.01978e-26,1.01978e-26,1,1.16585e+01,1.16585e+01,9.55615e-01,0.00000e+00
-6.00516e+01,7.81608e-02,9.90285e-06,2.61246e-25,8.32171e-27,8.32171e-27,1,1.16967e+01,1.16967e+01,9.55615e-01,0.00000e+00
-6.02645e+01,6.32782e-02,8.98370e-06,-1.02795e-24,6.72892e-27,6.72892e-27,1,1.17350e+01,1.17350e+01,9.55615e-01,0.00000e+00
-6.04870e+01,4.72603e-02,1.08409e-05,-3.08345e-25,5.38524e-27,5.38524e-27,1,1.17732e+01,1.17732e+01,9.55615e-01,0.00000e+00
-6.07237e+01,3.09620e-02,9.83159e-06,1.27987e-24,4.24912e-27,4.24912e-27,1,1.18114e+01,1.18114e+01,9.55615e-01,0.00000e+00
-6.09773e+01,1.61410e-02,5.05939e-06,-3.73659e-24,3.30027e-27,3.30027e-27,1,1.18496e+01,1.18496e+01,9.55615e-01,0.00000e+00
-6.12678e+01,4.48976e-03,2.62751e-06,3.17456e-24,2.46563e-27,2.46563e-27,1,1.18879e+01,1.18879e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.19261e+01,1.19261e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.19643e+01,1.19643e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.20025e+01,1.20025e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.20407e+01,1.20407e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.20790e+01,1.20790e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.21172e+01,1.21172e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.21554e+01,1.21554e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.21936e+01,1.21936e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.22319e+01,1.22319e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.22701e+01,1.22701e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.23083e+01,1.23083e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.23465e+01,1.23465e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.23848e+01,1.23848e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.24230e+01,1.24230e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.24612e+01,1.24612e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.24994e+01,1.24994e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.25377e+01,1.25377e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.25759e+01,1.25759e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.26141e+01,1.26141e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.26523e+01,1.26523e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.26906e+01,1.26906e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.27288e+01,1.27288e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.27670e+01,1.27670e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.28052e+01,1.28052e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.28435e+01,1.28435e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.28817e+01,1.28817e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.29199e+01,1.29199e+01,9.55615e-01,0.00000e+00
-7.32699e+01,4.49182e-03,-2.23765e-06,2.57813e-24,1.51136e-32,1.51136e-32,1,1.29581e+01,1.29581e+01,9.55615e-01,0.00000e+00
-7.31310e+01,1.61374e-02,-4.62086e-06,-2.17053e-24,1.73653e-32,1.73653e-32,1,1.29964e+01,1.29964e+01,9.55615e-01,0.00000e+00
-7.30770e+01,3.09737e-02,-7.44178e-06,3.39340e-24,1.83266e-32,1.83266e-32,1,1.30346e+01,1.30346e+01,9.55615e-01,0.00000e+00
-7.30802e+01,4.72407e-02,-1.13435e-05,-2.70234e-24,1.82682e-32,1.82682e-32,1,1.30728e+01,1.30728e+01,9.55615e-01,0.00000e+00
-7.31244e+01,6.32490e-02,-8.43315e-06,1.05231e-24,1.74788e-32,1.74788e-32,1,1.31110e+01,1.31110e+01,9.55615e-01,0.00000e+00
-7.32000e+01,7.81304e-02,-9.38117e-06,1.43269e-25,1.62075e-32,1.62075e-32,1,1.31493e+01,1.31493e+01,9.55615e-01,0.00000e+00
-7.33007e+01,9.11972e-02,-7.49675e-06,9.97851e-26,1.46528e-32,1.46528e-32,1,1.31875e+01,1.31875e+01,9.55615e-01,0.00000e+00
-7.34226e+01,1.02017e-01,-4.72229e-07,-2.90489e-25,1.29750e-32,1.29750e-32,1,1.32257e+01,1.32257e+01,9.55615e-01,0.00000e+00
-7.35612e+01,1.10492e-01,4.82097e-06,-3.91195e-25,1.12984e-32,1.12984e-32,1,1.32639e+01,1.32639e+01,9.55615e-01,0.00000e+00
-7.37165e+01,1.16653e-01,2.23449e-06,7.07158e-25,9.67428e-33,9.67428e-33,1,1.33022e+01,1.33022e+01,9.55615e-01,0.00000e+00
-7.38852e+01,1.20377e-01,1.49210e-06,-9.37172e-25,8.17131e-33,8.17131e-33,1,1.33404e+01,1.33404e+01,9.55615e-01,0.00000e+00
-7.40680e+01,1.21649e-01,1.40733e-06,1.34551e-24,6.80244e-33,6.80244e-33,1,1.33786e+01,1.33786e+01,9.55615e-01,0.00000e+00
-7.42615e+01,1.20384e-01,2.96208e-07,-1.21616e-24,5.60948e-33,5.60948e-33,1,1.34168e+01,1.34168e+01,9.55615e-01,0.00000e+00
-7.44632e+01,1.16659e-01,-1.69792e-06,-4.93473e-25,4.58636e-33,4.58636e-33,1,1.34551e+01,1.34551e+01,9.55615e-01,0.00000e+00
-7.46733e+01,1.10501e-01,-4.59091e-06,1.28739e-24,3.71791e-33,3.71791e-33,1,1.34933e+01,1.34933e+01,9.55615e-01,0.00000e+00
-7.48893e+01,1.02029e-01,1.60400e-06,1.01589e-26,2.99511e-33,2.99511e-33,1,1.35315e+01,1.35315e+01,9.55615e-01,0.00000e+00
-7.51143e+01,9.12087e-02,8.40006e-06,-2.72978e-25,2.38997e-33,2.38997e-33,1,1.35697e+01,1.35697e+01,9.55615e-01,0.00000e+00
-7.53478e+01,7.81414e-02,1.05290e-05,3.59544e-26,1.89348e-33,1.89348e-33,1,1.36080e+01,1.36080e+01,9.55615e-01,0.00000e+00
-7.55898e+01,6.32594e-02,9.84578e-06,-2.51819e-25,1.48733e-33,1.48733e-33,1,1.36462e+01,1.36462e+01,9.55615e-01,0.00000e+00
-7.58400e+01,4.72483e-02,1.27330e-05,-7.80609e-25,1.15762e-33,1.15762e-33,1,1.36844e+01,1.36844e+01,9.55615e-01,0.00000e+00
-7.61020e+01,3.09781e-02,8.75983e-06,2.94869e-25,8.90440e-34,8.90440e-34,1,1.37226e+01,1.37226e+01,9.55615e-01,0.00000e+00
-7.63782e+01,1.61297e-02,5.81177e-06,1.51133e-24,6.76295e-34,6.76295e-34,1,1.37609e+01,1.37609e+01,9.55615e-01,0.00000e+00
-7.66852e+01,4.49115e-03,2.99864e-06,-1.15678e-24,4.96924e-34,4.96924e-34,1,1.37991e+01,1.37991e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.38373e+01,1.38373e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.38755e+01,1.38755e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.39138e+01,1.39138e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.39520e+01,1.39520e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.39902e+01,1.39902e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.40284e+01,1.40284e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.40667e+01,1.40667e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.41049e+01,1.41049e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.41431e+01,1.41431e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.41813e+01,1.41813e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.42196e+01,1.42196e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.42578e+01,1.42578e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.42960e+01,1.42960e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.43342e+01,1.43342e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.43724e+01,1.43724e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.44107e+01,1.44107e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.44489e+01,1.44489e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.44871e+01,1.44871e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.45253e+01,1.45253e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.45636e+01,1.45636e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.46018e+01,1.46018e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.46400e+01,1.46400e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.46782e+01,1.46782e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.47165e+01,1.47165e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.47547e+01,1.47547e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.47929e+01,1.47929e+01,9.55615e-01,0.00000e+00
nan,nan,nan,nan,nan,nan,0,1.48311e+01,1.48311e+01,9.55615e-01,0.00000e+00
-9.00132e+01,4.50096e-03,-2.21220e-06,1.74292e-24,8.08745e-40,8.08745e-40,1,1.48694e+01,1.48694e+01,9.55615e-01,0.00000e+00
-8.98864e+01,1.61326e-02,-3.96393e-06,2.70323e-25,9.18107e-40,9.18107e-40,1,1.49076e+01,1.49076e+01,9.55615e-01,0.00000e+00
-8.98472e+01,3.09568e-02,-9.38913e-06,-2.39108e-24,9.54646e-40,9.54646e-40,1,1.49458e+01,1.49458e+01,9.55615e-01,0.00000e+00
-8.98681e+01,4.72525e-02,-1.04375e-05,9.60775e-25,9.35000e-40,9.35000e-40,1,1.49840e+01,1.49840e+01,9.55615e-01,0.00000e+00
-8.99318e+01,6.32553e-02,-8.36955e-06,5.20735e-25,8.77399e-40,8.77399e-40,1,1.50223e+01,1.50223e+01,9.55615e-01,0.00000e+00
-9.00284e+01,7.81455e-02,-1.08963e-05,-2.26960e-25,7.96623e-40,7.96623e-40,1,1.50605e+01,1.50605e+01,9.55615e-01,0.00000e+00
-9.01514e+01,9.12083e-02,-8.08474e-06,-2.19985e-25,7.04367e-40,7.04367e-40,1,1.50987e+01,1.50987e+01,9.55615e-01,0.00000e+00
-9.02963e+01,1.02011e-01,-9.43321e-07,7.97600e-25,6.09593e-40,6.09593e-40,1,1.51369e+01,1.51369e+01,9.55615e-01,0.00000e+00
-9.04590e+01,1.10493e-01,4.03274e-06,-1.15594e-24,5.18172e-40,5.18172e-40,1,1.51752e+01,1.51752e+01,9.55615e-01,0.00000e+00
-9.06396e+01,1.16656e-01,1.76158e-06,8.18964e-26,4.32600e-40,4.32600e-40,1,1.52134e+01,1.52134e+01,9.55615e-01,0.00000e+00
-9.08345e+01,1.20380e-01,1.12226e-06,6.07173e-25,3.55935e-40,3.55935e-40,1,1.52516e+01,1.52516e+01,9.55615e-01,0.00000e+00
-9.10447e+01,1.21650e-01,1.08475e-06,3.03112e-25,2.88270e-40,2.88270e-40,1,1.52898e+01,1.52898e+01,9.55615e-01,0.00000e+00
-9.12658e+01,1.20384e-01,1.49233e-07,6.02694e-25,2.31269e-40,2.31269e-40,1,1.53281e+01,1.53281e+01,9.55615e-01,0.00000e+00
-9.14962e+01,1.16654e-01,-1.77797e-06,-1.33388e-24,1.83773e-40,1.83773e-40,1,1.53663e+01,1.53663e+01,9.55615e-01,0.00000e+00
