"Result","T","T_0","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-2.70864e+01,3.75875e-12,3.75875e-12,9.47155e-02,0.00000e+00,0.00000e+00,1,6.26883e+00,6.26883e+00,9.55614e-01,0.00000e+00
-2.72527e+01,2.76417e-12,2.76417e-12,9.47155e-02,0.00000e+00,0.00000e+00,1,6.30705e+00,6.30705e+00,9.55614e-01,0.00000e+00
-2.74189e+01,1.76958e-12,1.76958e-12,9.47155e-02,0.00000e+00,0.00000e+00,1,6.34528e+00,6.34528e+00,9.55614e-01,0.00000e+00
-2.75855e+01,1.08576e-12,1.08576e-12,9.47155e-02,0.00000e+00,0.00000e+00,1,6.38350e+00,6.38350e+00,9.55614e-01,0.00000e+00
-2.77527e+01,1.02346e-12,1.02346e-12,9.47155e-02,0.00000e+00,0.00000e+00,1,6.42173e+00,6.42173e+00,9.55614e-01,0.00000e+00
-2.79199e+01,9.61161e-13,9.61161e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.45995e+00,6.45995e+00,9.55614e-01,0.00000e+00
-2.80870e+01,8.98863e-13,8.98863e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.49818e+00,6.49818e+00,9.55614e-01,0.00000e+00
-2.82542e+01,8.36565e-13,8.36565e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.53640e+00,6.53640e+00,9.55614e-01,0.00000e+00
-2.84214e+01,7.74268e-13,7.74268e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.57462e+00,6.57462e+00,9.55614e-01,0.00000e+00
-2.85885e+01,7.11970e-13,7.11970e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.61285e+00,6.61285e+00,9.55614e-01,0.00000e+00
-2.87557e+01,6.49672e-13,6.49672e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.65107e+00,6.65107e+00,9.55614e-01,0.00000e+00
-2.89229e+01,5.87374e-13,5.87374e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.68930e+00,6.68930e+00,9.55614e-01,0.00000e+00
-2.90900e+01,5.25077e-13,5.25077e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.72752e+00,6.72752e+00,9.55614e-01,0.00000e+00
-2.92572e+01,4.62779e-13,4.62779e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.76575e+00,6.76575e+00,9.55614e-01,0.00000e+00
-2.94244e+01,4.00481e-13,4.00481e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.80397e+00,6.80397e+00,9.55614e-01,0.00000e+00
-2.95915e+01,3.38184e-13,3.38184e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.84220e+00,6.84220e+00,9.55614e-01,0.00000e+00
-2.97587e+01,2.75886e-13,2.75886e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.88042e+00,6.88042e+00,9.55614e-01,0.00000e+00
-2.99259e+01,2.13588e-13,2.13588e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.91865e+00,6.91865e+00,9.55614e-01,0.00000e+00
-3.00930e+01,1.51290e-13,1.51290e-13,9.47155e-02,0.00000e+00,0.00000e+00,1,6.95687e+00,6.95687e+00,9.55614e-01,0.00000e+00
-3.02602e+01,8.89932e-14,8.89932e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,6.99509e+00,6.99509e+00,9.55614e-01,0.00000e+00
-3.04282e+01,6.56632e-14,6.56632e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.03332e+00,7.03332e+00,9.55614e-01,0.00000e+00
-3.05965e+01,6.18170e-14,6.18170e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.07154e+00,7.07154e+00,9.55614e-01,0.00000e+00
-3.07648e+01,5.79710e-14,5.79710e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.10977e+00,7.10977e+00,9.55614e-01,0.00000e+00
-3.09332e+01,5.41248e-14,5.41248e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.14799e+00,7.14799e+00,9.55614e-01,0.00000e+00
-3.11015e+01,5.02787e-14,5.02787e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.18622e+00,7.18622e+00,9.55614e-01,0.00000e+00
-3.12699e+01,4.64326e-14,4.64326e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.22444e+00,7.22444e+00,9.55614e-01,0.00000e+00
-3.14382e+01,4.25865e-14,4.25865e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.26267e+00,7.26267e+00,9.55614e-01,0.00000e+00
-3.16065e+01,3.87404e-14,3.87404e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.30089e+00,7.30089e+00,9.55614e-01,0.00000e+00
-3.17749e+01,3.48943e-14,3.48943e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.33912e+00,7.33912e+00,9.55614e-01,0.00000e+00
-3.19432e+01,3.10482e-14,3.10482e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.37734e+00,7.37734e+00,9.55614e-01,0.00000e+00
-3.21116e+01,2.72021e-14,2.72021e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.41556e+00,7.41556e+00,9.55614e-01,0.00000e+00
-3.22799e+01,2.33560e-14,2.33560e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.45379e+00,7.45379e+00,9.55614e-01,0.00000e+00
-3.24482e+01,1.95099e-14,1.95099e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.49201e+00,7.49201e+00,9.55614e-01,0.00000e+00
-3.26166e+01,1.56638e-14,1.56638e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.53024e+00,7.53024e+00,9.55614e-01,0.00000e+00
-3.27849e+01,1.18177e-14,1.18177e-14,9.47155e-02,0.00000e+00,0.00000e+00,1,7.56846e+00,7.56846e+00,9.55614e-01,0.00000e+00
-3.29532e+01,7.97158e-15,7.97158e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.60669e+00,7.60669e+00,9.55614e-01,0.00000e+00
-3.31216e+01,4.12551e-15,4.12551e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.64491e+00,7.64491e+00,9.55614e-01,0.00000e+00
-3.32914e+01,3.89259e-15,3.89259e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.68314e+00,7.68314e+00,9.55614e-01,0.00000e+00
-3.34612e+01,3.65967e-15,3.65967e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.72136e+00,7.72136e+00,9.55614e-01,0.00000e+00
-3.36309e+01,3.42675e-15,3.42675e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.75959e+00,7.75959e+00,9.55614e-01,0.00000e+00
-3.38007e+01,3.19384e-15,3.19384e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.79781e+00,7.79781e+00,9.55614e-01,0.00000e+00
-3.39705e+01,2.96092e-15,2.96092e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.83603e+00,7.83603e+00,9.55614e-01,0.00000e+00
-3.41403e+01,2.72800e-15,2.72800e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.87426e+00,7.87426e+00,9.55614e-01,0.00000e+00
-3.43101e+01,2.49508e-15,2.49508e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.91248e+00,7.91248e+00,9.55614e-01,0.00000e+00
-3.44799e+01,2.26216e-15,2.26216e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.95071e+00,7.95071e+00,9.55614e-01,0.00000e+00
-3.46496e+01,2.02924e-15,2.02924e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,7.98893e+00,7.98893e+00,9.55614e-01,0.00000e+00
-3.48194e+01,1.79632e-15,1.79632e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,8.02716e+00,8.02716e+00,9.55614e-01,0.00000e+00
-3.49892e+01,1.56340e-15,1.56340e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,8.06538e+00,8.06538e+00,9.55614e-01,0.00000e+00
-3.51590e+01,1.33048e-15,1.33048e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,8.10361e+00,8.10361e+00,9.55614e-01,0.00000e+00
-3.53288e+01,1.09756e-15,1.09756e-15,9.47155e-02,0.00000e+00,0.00000e+00,1,8.14183e+00,8.14183e+00,9.55614e-01,0.00000e+00
-3.54986e+01,8.64643e-16,8.64643e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.18006e+00,8.18006e+00,9.55614e-01,0.00000e+00
-3.56683e+01,6.31720e-16,6.31720e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.21828e+00,8.21828e+00,9.55614e-01,0.00000e+00
-3.58381e+01,3.98803e-16,3.98803e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.25651e+00,8.25651e+00,9.55614e-01,0.00000e+00
-3.60085e+01,2.38932e-16,2.38932e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.29473e+00,8.29473e+00,9.55614e-01,0.00000e+00
-3.61800e+01,2.25159e-16,2.25159e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.33295e+00,8.33295e+00,9.55614e-01,0.00000e+00
-3.63514e+01,2.11386e-16,2.11386e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.37118e+00,8.37118e+00,9.55614e-01,0.00000e+00
-3.65229e+01,1.97614e-16,1.97614e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.40940e+00,8.40940e+00,9.55614e-01,0.00000e+00
-3.66944e+01,1.83841e-16,1.83841e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.44763e+00,8.44763e+00,9.55614e-01,0.00000e+00
-3.68658e+01,1.70068e-16,1.70068e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.48585e+00,8.48585e+00,9.55614e-01,0.00000e+00
-3.70373e+01,1.56295e-16,1.56295e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.52408e+00,8.52408e+00,9.55614e-01,0.00000e+00
-3.72088e+01,1.42522e-16,1.42522e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.56230e+00,8.56230e+00,9.55614e-01,0.00000e+00
-3.73802e+01,1.28750e-16,1.28750e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.60053e+00,8.60053e+00,9.55614e-01,0.00000e+00
-3.75517e+01,1.14977e-16,1.14977e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.63875e+00,8.63875e+00,9.55614e-01,0.00000e+00
-3.77232e+01,1.01204e-16,1.01204e-16,9.47155e-02,0.00000e+00,0.00000e+00,1,8.67698e+00,8.67698e+00,9.55614e-01,0.00000e+00
-3.78947e+01,8.74311e-17,8.74311e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,8.71520e+00,8.71520e+00,9.55614e-01,0.00000e+00
-3.80661e+01,7.36581e-17,7.36581e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,8.75342e+00,8.75342e+00,9.55614e-01,0.00000e+00
-3.82376e+01,5.98855e-17,5.98855e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,8.79165e+00,8.79165e+00,9.55614e-01,0.00000e+00
-3.84091e+01,4.61128e-17,4.61128e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,8.82987e+00,8.82987e+00,9.55614e-01,0.00000e+00
-3.85805e+01,3.23398e-17,3.23398e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,8.86810e+00,8.86810e+00,9.55614e-01,0.00000e+00
-3.87520e+01,1.85671e-17,1.85671e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,8.90632e+00,8.90632e+00,9.55614e-01,0.00000e+00
-3.89247e+01,1.34483e-17,1.34483e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,8.94455e+00,8.94455e+00,9.55614e-01,0.00000e+00
-3.90981e+01,1.26564e-17,1.26564e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,8.98277e+00,8.98277e+00,9.55614e-01,0.00000e+00
-3.92714e+01,1.18645e-17,1.18645e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,9.02100e+00,9.02100e+00,9.55614e-01,0.00000e+00
-3.94448e+01,1.10725e-17,1.10725e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,9.05922e+00,9.05922e+00,9.55614e-01,0.00000e+00
-3.96182e+01,1.02806e-17,1.02806e-17,9.47155e-02,0.00000e+00,0.00000e+00,1,9.09745e+00,9.09745e+00,9.55614e-01,0.00000e+00
-3.97915e+01,9.48866e-18,9.48866e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.13567e+00,9.13567e+00,9.55614e-01,0.00000e+00
-3.99649e+01,8.69673e-18,8.69673e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.17389e+00,9.17389e+00,9.55614e-01,0.00000e+00
-4.01382e+01,7.90478e-18,7.90478e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.21212e+00,9.21212e+00,9.55614e-01,0.00000e+00
-4.03116e+01,7.11284e-18,7.11284e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.25034e+00,9.25034e+00,9.55614e-01,0.00000e+00
-4.04849e+01,6.32089e-18,6.32089e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.28857e+00,9.28857e+00,9.55614e-01,0.00000e+00
-4.06583e+01,5.52896e-18,5.52896e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.32679e+00,9.32679e+00,9.55614e-01,0.00000e+00
-4.08316e+01,4.73703e-18,4.73703e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.36502e+00,9.36502e+00,9.55614e-01,0.00000e+00
-4.10050e+01,3.94508e-18,3.94508e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.40324e+00,9.40324e+00,9.55614e-01,0.00000e+00
-4.11783e+01,3.15315e-18,3.15315e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.44147e+00,9.44147e+00,9.55614e-01,0.00000e+00
-4.13517e+01,2.36122e-18,2.36122e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.47969e+00,9.47969e+00,9.55614e-01,0.00000e+00
-4.15251e+01,1.56927e-18,1.56927e-18,9.47155e-02,0.00000e+00,0.00000e+00,1,9.51792e+00,9.51792e+00,9.55614e-01,0.00000e+00
-4.16984e+01,7.77339e-19,7.77339e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.55614e+00,9.55614e+00,9.55614e-01,0.00000e+00
-4.18738e+01,7.33207e-19,7.33207e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.59436e+00,9.59436e+00,9.55614e-01,0.00000e+00
-4.20492e+01,6.89073e-19,6.89073e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.63259e+00,9.63259e+00,9.55614e-01,0.00000e+00
-4.22246e+01,6.44941e-19,6.44941e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.67081e+00,9.67081e+00,9.55614e-01,0.00000e+00
-4.24000e+01,6.00809e-19,6.00809e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.70904e+00,9.70904e+00,9.55614e-01,0.00000e+00
-4.25753e+01,5.56675e-19,5.56675e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.74726e+00,9.74726e+00,9.55614e-01,0.00000e+00
-4.27507e+01,5.12543e-19,5.12543e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.78549e+00,9.78549e+00,9.55614e-01,0.00000e+00
-4.29261e+01,4.68411e-19,4.68411e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.82371e+00,9.82371e+00,9.55614e-01,0.00000e+00
-4.31015e+01,4.24277e-19,4.24277e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.86194e+00,9.86194e+00,9.55614e-01,0.00000e+00
-4.32769e+01,3.80145e-19,3.80145e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.90016e+00,9.90016e+00,9.55614e-01,0.00000e+00
-4.34523e+01,3.36012e-19,3.36012e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.93839e+00,9.93839e+00,9.55614e-01,0.00000e+00
-4.36277e+01,2.91879e-19,2.91879e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,9.97661e+00,9.97661e+00,9.55614e-01,0.00000e+00
-4.38031e+01,2.47747e-19,2.47747e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,1.00148e+01,1.00148e+01,9.55614e-01,0.00000e+00
-4.39784e+01,2.03614e-19,2.03614e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,1.00531e+01,1.00531e+01,9.55614e-01,0.00000e+00
-4.41538e+01,1.59482e-19,1.59482e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,1.00913e+01,1.00913e+01,9.55614e-01,0.00000e+00
-4.43292e+01,1.15349e-19,1.15349e-19,9.47155e-02,0.00000e+00,0.00000e+00,1,1.01295e+01,1.01295e+01,9.55614e-01,0.00000e+00
-4.45046e+01,7.12158e-20,7.12158e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.01677e+01,1.01677e+01,9.55614e-01,0.00000e+00
-4.46807e+01,4.10015e-20,4.10015e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.02060e+01,1.02060e+01,9.55614e-01,0.00000e+00
-4.48582e+01,3.86240e-20,3.86240e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.02442e+01,1.02442e+01,9.55614e-01,0.00000e+00
-4.50358e+01,3.62464e-20,3.62464e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.02824e+01,1.02824e+01,9.55614e-01,0.00000e+00
-4.52133e+01,3.38689e-20,3.38689e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.03206e+01,1.03206e+01,9.55614e-01,0.00000e+00
-4.53908e+01,3.14914e-20,3.14914e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.03589e+01,1.03589e+01,9.55614e-01,0.00000e+00
-4.55683e+01,2.91138e-20,2.91138e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.03971e+01,1.03971e+01,9.55614e-01,0.00000e+00
-4.57459e+01,2.67363e-20,2.67363e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.04353e+01,1.04353e+01,9.55614e-01,0.00000e+00
-4.59234e+01,2.43587e-20,2.43587e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.04735e+01,1.04735e+01,9.55614e-01,0.00000e+00
-4.61009e+01,2.19812e-20,2.19812e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.05118e+01,1.05118e+01,9.55614e-01,0.00000e+00
-4.62784e+01,1.96037e-20,1.96037e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.05500e+01,1.05500e+01,9.55614e-01,0.00000e+00
-4.64560e+01,1.72261e-20,1.72261e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.05882e+01,1.05882e+01,9.55614e-01,0.00000e+00
-4.66335e+01,1.48486e-20,1.48486e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.06264e+01,1.06264e+01,9.55614e-01,0.00000e+00
-4.68110e+01,1.24711e-20,1.24711e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.06647e+01,1.06647e+01,9.55614e-01,0.00000e+00
-4.69885e+01,1.00935e-20,1.00935e-20,9.47155e-02,0.00000e+00,0.00000e+00,1,1.07029e+01,1.07029e+01,9.55614e-01,0.00000e+00
-4.71661e+01,7.71598e-21,7.71598e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.07411e+01,1.07411e+01,9.55614e-01,0.00000e+00
-4.73436e+01,5.33846e-21,5.33846e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.07793e+01,1.07793e+01,9.55614e-01,0.00000e+00
-4.75211e+01,2.96089e-21,2.96089e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.08176e+01,1.08176e+01,9.55614e-01,0.00000e+00
-4.77001e+01,2.08600e-21,2.08600e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.08558e+01,1.08558e+01,9.55614e-01,0.00000e+00
-4.78798e+01,1.96241e-21,1.96241e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.08940e+01,1.08940e+01,9.55614e-01,0.00000e+00
-4.80596e+01,1.83881e-21,1.83881e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.09322e+01,1.09322e+01,9.55614e-01,0.00000e+00
-4.82393e+01,1.71521e-21,1.71521e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.09704e+01,1.09704e+01,9.55614e-01,0.00000e+00
-4.84190e+01,1.59161e-21,1.59161e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.10087e+01,1.10087e+01,9.55614e-01,0.00000e+00
-4.85988e+01,1.46802e-21,1.46802e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.10469e+01,1.10469e+01,9.55614e-01,0.00000e+00
-4.87785e+01,1.34442e-21,1.34442e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.10851e+01,1.10851e+01,9.55614e-01,0.00000e+00
-4.89582e+01,1.22082e-21,1.22082e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.11233e+01,1.11233e+01,9.55614e-01,0.00000e+00
-4.91380e+01,1.09723e-21,1.09723e-21,9.47155e-02,0.00000e+00,0.00000e+00,1,1.11616e+01,1.11616e+01,9.55614e-01,0.00000e+00
-4.93177e+01,9.73629e-22,9.73629e-22,9.47155e-02,0.00000e+00,0.00000e+00,1,1.11998e+01,1.11998e+01,9.55614e-01,0.00000e+00
-4.94974e+01,8.50030e-22,8.50030e-22,9.47155e-02,0.00000e+00,0.00000e+00,1,1.12380e+01,1.12380e+01,9.55614e-01,0.00000e+00
-4.96771e+01,7.26434e-22,7.26434e-22,9.47155e-02,0.00000e+00,0.00000e+00,1,1.12762e+01,1.12762e+01,9.55614e-01,0.00000e+00
-4.98569e+01,6.02838e-22,6.02838e-22,9.47155e-02,0.00000e+00,0.00000e+00,1,1.13145e+01,1.13145e+01,9.55614e-01,0.00000e+00
-5.00366e+01,4.79238e-22,4.79238e-22,9.47155e-02,0.00000e+00,0.00000e+00,1,1.13527e+01,1.13527e+01,9.55614e-01,0.00000e+00
-5.02163e+01,3.55642e-22,3.55642e-22,9.47155e-02,0.00000e+00,0.00000e+00,1,1.13909e+01,1.13909e+01,9.55614e-01,0.00000e+00
-5.03961e+01,2.32046e-22,2.32046e-22,9.47155e-02,0.00000e+00,0.00000e+00,1,1.14291e+01,1.14291e+01,9.55614e-01,0.00000e+00
-5.05758e+01,1.08446e-22,1.08446e-22,9.47155e-02,0.00000e+00,0.00000e+00,1,1.14674e+01,1.14674e+01,9.55614e-01,0.00000e+00
-5.07578e+01,1.02253e-22,1.02253e-22,9.47155e-02,0.00000e+00,0.00000e+00,1,1.15056e+01,1.15056e+01,9.55614e-01,0.00000e+00
-5.09397e+01,9.60598e-23,9.60598e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.15438e+01,1.15438e+01,9.55614e-01,0.00000e+00
-5.11217e+01,8.98666e-23,8.98666e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.15820e+01,1.15820e+01,9.55614e-01,0.00000e+00
-5.13037e+01,8.36733e-23,8.36733e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.16203e+01,1.16203e+01,9.55614e-01,0.00000e+00
-5.14856e+01,7.74799e-23,7.74799e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.16585e+01,1.16585e+01,9.55614e-01,0.00000e+00
-5.16676e+01,7.12867e-23,7.12867e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.16967e+01,1.16967e+01,9.55614e-01,0.00000e+00
-5.18496e+01,6.50935e-23,6.50935e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.17349e+01,1.17349e+01,9.55614e-01,0.00000e+00
-5.20315e+01,5.89001e-23,5.89001e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.17732e+01,1.17732e+01,9.55614e-01,0.00000e+00
-5.22135e+01,5.27068e-23,5.27068e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.18114e+01,1.18114e+01,9.55614e-01,0.00000e+00
-5.23955e+01,4.65136e-23,4.65136e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.18496e+01,1.18496e+01,9.55614e-01,0.00000e+00
-5.25774e+01,4.03202e-23,4.03202e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.18878e+01,1.18878e+01,9.55614e-01,0.00000e+00
-5.27594e+01,3.41270e-23,3.41270e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.19261e+01,1.19261e+01,9.55614e-01,0.00000e+00
-5.29414e+01,2.79338e-23,2.79338e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.19643e+01,1.19643e+01,9.55614e-01,0.00000e+00
-5.31233e+01,2.17404e-23,2.17404e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.20025e+01,1.20025e+01,9.55614e-01,0.00000e+00
-5.33053e+01,1.55471e-23,1.55471e-23,9.47155e-02,0.00000e+00,0.00000e+00,1,1.20407e+01,1.20407e+01,9.55614e-01,0.00000e+00
-5.34873e+01,9.35390e-24,9.35390e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.20790e+01,1.20790e+01,9.55614e-01,0.00000e+00
-5.36700e+01,5.12537e-24,5.12537e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.21172e+01,1.21172e+01,9.55614e-01,0.00000e+00
-5.38542e+01,4.82642e-24,4.82642e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.21554e+01,1.21554e+01,9.55614e-01,0.00000e+00
-5.40384e+01,4.52746e-24,4.52746e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.21936e+01,1.21936e+01,9.55614e-01,0.00000e+00
-5.42226e+01,4.22851e-24,4.22851e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.22319e+01,1.22319e+01,9.55614e-01,0.00000e+00
-5.44069e+01,3.92956e-24,3.92956e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.22701e+01,1.22701e+01,9.55614e-01,0.00000e+00
-5.45911e+01,3.63061e-24,3.63061e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.23083e+01,1.23083e+01,9.55614e-01,0.00000e+00
-5.47753e+01,3.33166e-24,3.33166e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.23465e+01,1.23465e+01,9.55614e-01,0.00000e+00
-5.49595e+01,3.03271e-24,3.03271e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.23848e+01,1.23848e+01,9.55614e-01,0.00000e+00
-5.51437e+01,2.73375e-24,2.73375e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.24230e+01,1.24230e+01,9.55614e-01,0.00000e+00
-5.53279e+01,2.43480e-24,2.43480e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.24612e+01,1.24612e+01,9.55614e-01,0.00000e+00
-5.55121e+01,2.13585e-24,2.13585e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.24994e+01,1.24994e+01,9.55614e-01,0.00000e+00
-5.56964e+01,1.83690e-24,1.83690e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.25377e+01,1.25377e+01,9.55614e-01,0.00000e+00
-5.58806e+01,1.53795e-24,1.53795e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.25759e+01,1.25759e+01,9.55614e-01,0.00000e+00
-5.60648e+01,1.23900e-24,1.23900e-24,9.47155e-02,0.00000e+00,0.00000e+00,1,1.26141e+01,1.26141e+01,9.55614e-01,0.00000e+00
-5.62490e+01,9.40041e-25,9.40041e-25,9.47155e-02,0.00000e+00,0.00000e+00,1,1.26523e+01,1.26523e+01,9.55614e-01,0.00000e+00
