Time	inlet	inlet	outlet	outlet	solid	solid	 volume 	 average
1957	-1.28939e-06	0.173679	1.28939e-06	0.173679	4.15011	3	0.174723	1
1958	-1.2895e-06	0.173693	1.2895e-06	0.173693	4.15011	3	0.174723	1
1959	-1.2896e-06	0.173706	1.2896e-06	0.173706	4.15011	3	0.174723	1
1960	-1.2897e-06	0.17372	1.2897e-06	0.17372	4.15011	3	0.174723	1
1961	-1.28981e-06	0.173734	1.28981e-06	0.173734	4.15011	3	0.174723	1
1962	-1.28991e-06	0.173748	1.28991e-06	0.173748	4.15011	3	0.174723	1
1963	-1.29001e-06	0.173762	1.29001e-06	0.173762	4.15011	3	0.174723	1
1964	-1.29012e-06	0.173776	1.29012e-06	0.173776	4.15011	3	0.174723	1
1965	-1.29022e-06	0.17379	1.29022e-06	0.17379	4.15011	3	0.174723	1
1966	-1.29032e-06	0.173804	1.29032e-06	0.173804	4.15011	3	0.174723	1
1967	-1.29043e-06	0.173818	1.29043e-06	0.173818	4.15011	3	0.174723	1
1968	-1.29053e-06	0.173831	1.29053e-06	0.173831	4.15011	3	0.174723	1
1969	-1.29063e-06	0.173845	1.29063e-06	0.173845	4.15011	3	0.174723	1
1970	-1.29073e-06	0.173859	1.29073e-06	0.173859	4.15011	3	0.174723	1
1971	-1.29084e-06	0.173873	1.29084e-06	0.173873	4.15011	3	0.174723	1
1972	-1.29094e-06	0.173887	1.29094e-06	0.173887	4.15011	3	0.174723	1
1973	-1.29104e-06	0.173901	1.29104e-06	0.173901	4.15011	3	0.174723	1
1974	-1.29115e-06	0.173915	1.29115e-06	0.173915	4.15011	3	0.174723	1
1975	-1.29125e-06	0.173929	1.29125e-06	0.173929	4.15011	3	0.174723	1
1976	-1.29135e-06	0.173943	1.29135e-06	0.173943	4.15011	3	0.174723	1
1977	-1.29146e-06	0.173957	1.29146e-06	0.173957	4.15011	3	0.174723	1
1978	-1.29156e-06	0.173971	1.29156e-06	0.173971	4.15011	3	0.174723	1
1979	-1.29166e-06	0.173985	1.29166e-06	0.173985	4.15011	3	0.174723	1
1980	-1.29177e-06	0.173998	1.29177e-06	0.173998	4.15011	3	0.174723	1
1981	-1.29187e-06	0.174012	1.29187e-06	0.174012	4.15011	3	0.174723	1
1982	-1.29198e-06	0.174026	1.29198e-06	0.174026	4.15011	3	0.174723	1
1983	-1.29208e-06	0.17404	1.29208e-06	0.17404	4.15011	3	0.174723	1
1984	-1.29218e-06	0.174054	1.29218e-06	0.174054	4.15011	3	0.174723	1
1985	-1.29229e-06	0.174068	1.29229e-06	0.174068	4.15011	3	0.174723	1
1986	-1.29239e-06	0.174082	1.29239e-06	0.174082	4.15011	3	0.174723	1
1987	-1.2925e-06	0.174096	1.2925e-06	0.174096	4.15011	3	0.174723	1
1988	-1.2926e-06	0.17411	1.2926e-06	0.17411	4.15011	3	0.174723	1
1989	-1.2927e-06	0.174124	1.2927e-06	0.174124	4.15011	3	0.174723	1
1990	-1.29281e-06	0.174138	1.29281e-06	0.174138	4.15011	3	0.174723	1
1991	-1.29291e-06	0.174152	1.29291e-06	0.174152	4.15011	3	0.174723	1
1992	-1.29302e-06	0.174166	1.29302e-06	0.174166	4.15011	3	0.174723	1
1993	-1.29312e-06	0.174181	1.29312e-06	0.174181	4.15011	3	0.174723	1
1994	-1.29322e-06	0.174195	1.29322e-06	0.174195	4.15011	3	0.174723	1
1995	-1.29333e-06	0.174209	1.29333e-06	0.174209	4.15011	3	0.174723	1
1996	-1.29343e-06	0.174223	1.29343e-06	0.174223	4.15011	3	0.174723	1
1997	-1.29354e-06	0.174237	1.29354e-06	0.174237	4.15011	3	0.174723	1
1998	-1.29364e-06	0.174251	1.29364e-06	0.174251	4.15011	3	0.174723	1
1999	-1.29375e-06	0.174265	1.29375e-06	0.174265	4.15011	3	0.174723	1
2000	-1.29385e-06	0.174279	1.29385e-06	0.174279	4.15011	3	0.174723	1
2001	-1.29395e-06	0.174293	1.29395e-06	0.174293	4.15011	3	0.174723	1
2002	-1.29406e-06	0.174307	1.29406e-06	0.174307	4.15011	3	0.174723	1
2003	-1.29416e-06	0.174321	1.29416e-06	0.174321	4.15011	3	0.174723	1
2004	-1.29427e-06	0.174335	1.29427e-06	0.174335	4.15011	3	0.174723	1
2005	-1.29437e-06	0.174349	1.29437e-06	0.174349	4.15011	3	0.174723	1
2006	-1.29448e-06	0.174363	1.29448e-06	0.174363	4.15011	3	0.174723	1
2007	-1.29458e-06	0.174377	1.29458e-06	0.174377	4.15011	3	0.174723	1
2008	-1.29468e-06	0.174391	1.29468e-06	0.174391	4.15011	3	0.174723	1
2009	-1.29479e-06	0.174405	1.29479e-06	0.174405	4.15011	3	0.174723	1
2010	-1.29489e-06	0.174419	1.29489e-06	0.174419	4.15011	3	0.174723	1
2011	-1.295e-06	0.174433	1.295e-06	0.174433	4.15011	3	0.174723	1
2012	-1.2951e-06	0.174447	1.2951e-06	0.174447	4.15011	3	0.174723	1
2013	-1.29521e-06	0.174462	1.29521e-06	0.174462	4.15011	3	0.174723	1
2014	-1.29531e-06	0.174476	1.29531e-06	0.174476	4.15011	3	0.174723	1
2015	-1.29542e-06	0.17449	1.29542e-06	0.17449	4.15011	3	0.174723	1
2016	-1.29552e-06	0.174504	1.29552e-06	0.174504	4.15011	3	0.174723	1
2017	-1.29562e-06	0.174518	1.29562e-06	0.174518	4.15011	3	0.174723	1
2018	-1.29573e-06	0.174532	1.29573e-06	0.174532	4.15011	3	0.174723	1
2019	-1.29583e-06	0.174546	1.29583e-06	0.174546	4.15011	3	0.174723	1
2020	-1.29594e-06	0.17456	1.29594e-06	0.17456	4.15011	3	0.174723	1
2021	-1.29604e-06	0.174574	1.29604e-06	0.174574	4.15011	3	0.174723	1
2022	-1.29615e-06	0.174588	1.29615e-06	0.174588	4.15011	3	0.174723	1
2023	-1.29625e-06	0.174602	1.29625e-06	0.174602	4.15011	3	0.174723	1
2024	-1.29636e-06	0.174616	1.29636e-06	0.174616	4.15011	3	0.174723	1
2025	-1.29646e-06	0.17463	1.29646e-06	0.17463	4.15011	3	0.174723	1
2026	-1.29656e-06	0.174645	1.29656e-06	0.174645	4.15011	3	0.174723	1
2027	-1.29667e-06	0.174659	1.29667e-06	0.174659	4.15011	3	0.174723	1
2028	-1.29677e-06	0.174673	1.29677e-06	0.174673	4.15011	3	0.174723	1
2029	-1.29688e-06	0.174687	1.29688e-06	0.174687	4.15011	3	0.174723	1
2030	-1.29698e-06	0.174701	1.29698e-06	0.174701	4.15011	3	0.174723	1
2031	-1.29709e-06	0.174715	1.29709e-06	0.174715	4.15011	3	0.174723	1
2032	-1.29719e-06	0.174729	1.29719e-06	0.174729	4.15011	3	0.174723	1
2033	-1.2973e-06	0.174743	1.2973e-06	0.174743	4.15011	3	0.174723	1
2034	-1.2974e-06	0.174757	1.2974e-06	0.174757	4.15011	3	0.174723	1
2035	-1.29751e-06	0.174771	1.29751e-06	0.174771	4.15011	3	0.174723	1
2036	-1.29761e-06	0.174785	1.29761e-06	0.174785	4.15011	3	0.174723	1
2037	-1.29771e-06	0.174799	1.29771e-06	0.174799	4.15011	3	0.174723	1
2038	-1.29782e-06	0.174813	1.29782e-06	0.174813	4.15011	3	0.174723	1
2039	-1.29792e-06	0.174828	1.29792e-06	0.174828	4.15011	3	0.174723	1
2040	-1.29803e-06	0.174842	1.29803e-06	0.174842	4.15011	3	0.174723	1
2041	-1.29813e-06	0.174856	1.29813e-06	0.174856	4.15011	3	0.174723	1
2042	-1.29824e-06	0.17487	1.29824e-06	0.17487	4.15011	3	0.174723	1
2043	-1.29834e-06	0.174884	1.29834e-06	0.174884	4.15011	3	0.174723	1
2044	-1.29845e-06	0.174898	1.29845e-06	0.174898	4.15011	3	0.174723	1
2045	-1.29855e-06	0.174912	1.29855e-06	0.174912	4.15011	3	0.174723	1
2046	-1.29865e-06	0.174926	1.29865e-06	0.174926	4.15011	3	0.174723	1
2047	-1.29876e-06	0.17494	1.29876e-06	0.17494	4.15011	3	0.174723	1
2048	-1.29886e-06	0.174954	1.29886e-06	0.174954	4.15011	3	0.174723	1
2049	-1.29897e-06	0.174968	1.29897e-06	0.174968	4.15011	3	0.174723	1
2050	-1.29907e-06	0.174982	1.29907e-06	0.174982	4.15011	3	0.174723	1
2051	-1.29918e-06	0.174996	1.29918e-06	0.174996	4.15011	3	0.174723	1
2052	-1.29928e-06	0.17501	1.29928e-06	0.17501	4.15011	3	0.174723	1
2053	-1.29939e-06	0.175024	1.29939e-06	0.175024	4.15011	3	0.174723	1
2054	-1.29949e-06	0.175039	1.29949e-06	0.175039	4.15011	3	0.174723	1
2055	-1.29959e-06	0.175053	1.29959e-06	0.175053	4.15011	3	0.174723	1
2056	-1.2997e-06	0.175067	1.2997e-06	0.175067	4.15011	3	0.174723	1
2057	-1.2998e-06	0.175081	1.2998e-06	0.175081	4.15011	3	0.174723	1
2058	-1.29991e-06	0.175095	1.29991e-06	0.175095	4.15011	3	0.174723	1
2059	-1.30001e-06	0.175109	1.30001e-06	0.175109	4.15011	3	0.174723	1
2060	-1.30012e-06	0.175123	1.30012e-06	0.175123	4.15011	3	0.174723	1
2061	-1.30022e-06	0.175137	1.30022e-06	0.175137	4.15011	3	0.174723	1
2062	-1.30032e-06	0.175151	1.30032e-06	0.175151	4.15011	3	0.174723	1
2063	-1.30043e-06	0.175165	1.30043e-06	0.175165	4.15011	3	0.174723	1
2064	-1.30053e-06	0.175179	1.30053e-06	0.175179	4.15011	3	0.174723	1
2065	-1.30064e-06	0.175193	1.30064e-06	0.175193	4.15011	3	0.174723	1
2066	-1.30074e-06	0.175207	1.30074e-06	0.175207	4.15011	3	0.174723	1
2067	-1.30085e-06	0.175221	1.30085e-06	0.175221	4.15011	3	0.174723	1
2068	-1.30095e-06	0.175235	1.30095e-06	0.175235	4.15011	3	0.174723	1
2069	-1.30105e-06	0.175249	1.30105e-06	0.175249	4.15011	3	0.174723	1
2070	-1.30116e-06	0.175263	1.30116e-06	0.175263	4.15011	3	0.174723	1
2071	-1.30126e-06	0.175277	1.30126e-06	0.175277	4.15011	3	0.174723	1
2072	-1.30137e-06	0.175291	1.30137e-06	0.175291	4.15011	3	0.174723	1
2073	-1.30147e-06	0.175305	1.30147e-06	0.175305	4.15011	3	0.174723	1
2074	-1.30157e-06	0.175319	1.30157e-06	0.175319	4.15011	3	0.174723	1
2075	-1.30168e-06	0.175333	1.30168e-06	0.175333	4.15011	3	0.174723	1
2076	-1.30178e-06	0.175347	1.30178e-06	0.175347	4.15011	3	0.174723	1
2077	-1.30189e-06	0.175361	1.30189e-06	0.175361	4.15011	3	0.174723	1
2078	-1.30199e-06	0.175375	1.30199e-06	0.175375	4.15011	3	0.174723	1
2079	-1.30209e-06	0.175389	1.30209e-06	0.175389	4.15011	3	0.174723	1
2080	-1.3022e-06	0.175403	1.3022e-06	0.175403	4.15011	3	0.174723	1
2081	-1.3023e-06	0.175417	1.3023e-06	0.175417	4.15011	3	0.174723	1
2082	-1.30241e-06	0.175431	1.30241e-06	0.175431	4.15011	3	0.174723	1
2083	-1.30251e-06	0.175445	1.30251e-06	0.175445	4.15011	3	0.174723	1
2084	-1.30261e-06	0.175459	1.30261e-06	0.175459	4.15011	3	0.174723	1
2085	-1.30272e-06	0.175473	1.30272e-06	0.175473	4.15011	3	0.174723	1
2086	-1.30282e-06	0.175487	1.30282e-06	0.175487	4.15011	3	0.174723	1
2087	-1.30293e-06	0.175501	1.30293e-06	0.175501	4.15011	3	0.174723	1
2088	-1.30303e-06	0.175515	1.30303e-06	0.175515	4.15011	3	0.174723	1
2089	-1.30313e-06	0.175529	1.30313e-06	0.175529	4.15011	3	0.174723	1
2090	-1.30324e-06	0.175543	1.30324e-06	0.175543	4.15011	3	0.174723	1
2091	-1.30334e-06	0.175557	1.30334e-06	0.175557	4.15011	3	0.174723	1
2092	-1.30344e-06	0.175571	1.30344e-06	0.175571	4.15011	3	0.174723	1
2093	-1.30355e-06	0.175585	1.30355e-06	0.175585	4.15011	3	0.174723	1
2094	-1.30365e-06	0.175599	1.30365e-06	0.175599	4.15011	3	0.174723	1
2095	-1.30375e-06	0.175613	1.30375e-06	0.175613	4.15011	3	0.174723	1
2096	-1.30386e-06	0.175627	1.30386e-06	0.175627	4.15011	3	0.174723	1
2097	-1.30396e-06	0.175641	1.30396e-06	0.175641	4.15011	3	0.174723	1
2098	-1.30407e-06	0.175655	1.30407e-06	0.175655	4.15011	3	0.174723	1
2099	-1.30417e-06	0.175669	1.30417e-06	0.175669	4.15011	3	0.174723	1
2100	-1.30427e-06	0.175683	1.30427e-06	0.175683	4.15011	3	0.174723	1
2101	-1.30438e-06	0.175697	1.30438e-06	0.175697	4.15011	3	0.174723	1
2102	-1.30448e-06	0.175711	1.30448e-06	0.175711	4.15011	3	0.174723	1
2103	-1.30458e-06	0.175725	1.30458e-06	0.175725	4.15011	3	0.174723	1
2104	-1.30469e-06	0.175738	1.30469e-06	0.175738	4.15011	3	0.174723	1
2105	-1.30479e-06	0.175752	1.30479e-06	0.175752	4.15011	3	0.174723	1
2106	-1.30489e-06	0.175766	1.30489e-06	0.175766	4.15011	3	0.174723	1
2107	-1.305e-06	0.17578	1.305e-06	0.17578	4.15011	3	0.174723	1
2108	-1.3051e-06	0.175794	1.3051e-06	0.175794	4.15011	3	0.174723	1
2109	-1.3052e-06	0.175808	1.3052e-06	0.175808	4.15011	3	0.174723	1
2110	-1.30531e-06	0.175822	1.30531e-06	0.175822	4.15011	3	0.174723	1
2111	-1.30541e-06	0.175836	1.30541e-06	0.175836	4.15011	3	0.174723	1
2112	-1.30551e-06	0.17585	1.30551e-06	0.17585	4.15011	3	0.174723	1
2113	-1.30562e-06	0.175864	1.30562e-06	0.175864	4.15011	3	0.174723	1
2114	-1.30572e-06	0.175878	1.30572e-06	0.175878	4.15011	3	0.174723	1
2115	-1.30582e-06	0.175891	1.30582e-06	0.175891	4.15011	3	0.174723	1
2116	-1.30592e-06	0.175905	1.30592e-06	0.175905	4.15011	3	0.174723	1
2117	-1.30603e-06	0.175919	1.30603e-06	0.175919	4.15011	3	0.174723	1
2118	-1.30613e-06	0.175933	1.30613e-06	0.175933	4.15011	3	0.174723	1
2119	-1.30623e-06	0.175947	1.30623e-06	0.175947	4.15011	3	0.174723	1
2120	-1.30634e-06	0.175961	1.30634e-06	0.175961	4.15011	3	0.174723	1
2121	-1.30644e-06	0.175975	1.30644e-06	0.175975	4.15011	3	0.174723	1
2122	-1.30654e-06	0.175988	1.30654e-06	0.175988	4.15011	3	0.174723	1
2123	-1.30664e-06	0.176002	1.30664e-06	0.176002	4.15011	3	0.174723	1
2124	-1.30675e-06	0.176016	1.30675e-06	0.176016	4.15011	3	0.174723	1
2125	-1.30685e-06	0.17603	1.30685e-06	0.17603	4.15011	3	0.174723	1
2126	-1.30695e-06	0.176044	1.30695e-06	0.176044	4.15011	3	0.174723	1
2127	-1.30706e-06	0.176058	1.30706e-06	0.176058	4.15011	3	0.174723	1
2128	-1.30716e-06	0.176071	1.30716e-06	0.176071	4.15011	3	0.174723	1
2129	-1.30726e-06	0.176085	1.30726e-06	0.176085	4.15011	3	0.174723	1
2130	-1.30736e-06	0.176099	1.30736e-06	0.176099	4.15011	3	0.174723	1
2131	-1.30747e-06	0.176113	1.30747e-06	0.176113	4.15011	3	0.174723	1
2132	-1.30757e-06	0.176127	1.30757e-06	0.176127	4.15011	3	0.174723	1
2133	-1.30767e-06	0.176141	1.30767e-06	0.176141	4.15011	3	0.174723	1
2134	-1.30777e-06	0.176154	1.30777e-06	0.176154	4.15011	3	0.174723	1
2135	-1.30788e-06	0.176168	1.30788e-06	0.176168	4.15011	3	0.174723	1
2136	-1.30798e-06	0.176182	1.30798e-06	0.176182	4.15011	3	0.174723	1
2137	-1.30808e-06	0.176196	1.30808e-06	0.176196	4.15011	3	0.174723	1
2138	-1.30818e-06	0.176209	1.30818e-06	0.176209	4.15011	3	0.174723	1
2139	-1.30829e-06	0.176223	1.30829e-06	0.176223	4.15011	3	0.174723	1
2140	-1.30839e-06	0.176237	1.30839e-06	0.176237	4.15011	3	0.174723	1
2141	-1.30849e-06	0.176251	1.30849e-06	0.176251	4.15011	3	0.174723	1
2142	-1.30859e-06	0.176265	1.30859e-06	0.176265	4.15011	3	0.174723	1
2143	-1.30869e-06	0.176278	1.30869e-06	0.176278	4.15011	3	0.174723	1
2144	-1.3088e-06	0.176292	1.3088e-06	0.176292	4.15011	3	0.174723	1
2145	-1.3089e-06	0.176306	1.3089e-06	0.176306	4.15011	3	0.174723	1
2146	-1.309e-06	0.17632	1.309e-06	0.17632	4.15011	3	0.174723	1
2147	-1.3091e-06	0.176333	1.3091e-06	0.176333	4.15011	3	0.174723	1
2148	-1.3092e-06	0.176347	1.3092e-06	0.176347	4.15011	3	0.174723	1
2149	-1.30931e-06	0.176361	1.30931e-06	0.176361	4.15011	3	0.174723	1
2150	-1.30941e-06	0.176374	1.30941e-06	0.176374	4.15011	3	0.174723	1
2151	-1.30951e-06	0.176388	1.30951e-06	0.176388	4.15011	3	0.174723	1
2152	-1.30961e-06	0.176402	1.30961e-06	0.176402	4.15011	3	0.174723	1
2153	-1.30971e-06	0.176416	1.30971e-06	0.176416	4.15011	3	0.174723	1
2154	-1.30981e-06	0.176429	1.30981e-06	0.176429	4.15011	3	0.174723	1
2155	-1.30992e-06	0.176443	1.30992e-06	0.176443	4.15011	3	0.174723	1
2156	-1.31002e-06	0.176457	1.31002e-06	0.176457	4.15011	3	0.174723	1
2157	-1.31012e-06	0.17647	1.31012e-06	0.17647	4.15011	3	0.174723	1
2158	-1.31022e-06	0.176484	1.31022e-06	0.176484	4.15011	3	0.174723	1
2159	-1.31032e-06	0.176498	1.31032e-06	0.176498	4.15011	3	0.174723	1
2160	-1.31042e-06	0.176511	1.31042e-06	0.176511	4.15011	3	0.174723	1
2161	-1.31053e-06	0.176525	1.31053e-06	0.176525	4.15011	3	0.174723	1
2162	-1.31063e-06	0.176539	1.31063e-06	0.176539	4.15011	3	0.174723	1
2163	-1.31073e-06	0.176552	1.31073e-06	0.176552	4.15011	3	0.174723	1
2164	-1.31083e-06	0.176566	1.31083e-06	0.176566	4.15011	3	0.174723	1
2165	-1.31093e-06	0.17658	1.31093e-06	0.17658	4.15011	3	0.174723	1
2166	-1.31103e-06	0.176593	1.31103e-06	0.176593	4.15011	3	0.174723	1
2167	-1.31113e-06	0.176607	1.31113e-06	0.176607	4.15011	3	0.174723	1
2168	-1.31123e-06	0.176621	1.31123e-06	0.176621	4.15011	3	0.174723	1
2169	-1.31134e-06	0.176634	1.31134e-06	0.176634	4.15011	3	0.174723	1
2170	-1.31144e-06	0.176648	1.31144e-06	0.176648	4.15011	3	0.174723	1
2171	-1.31154e-06	0.176661	1.31154e-06	0.176661	4.15011	3	0.174723	1
2172	-1.31164e-06	0.176675	1.31164e-06	0.176675	4.15011	3	0.174723	1
2173	-1.31174e-06	0.176689	1.31174e-06	0.176689	4.15011	3	0.174723	1
2174	-1.31184e-06	0.176702	1.31184e-06	0.176702	4.15011	3	0.174723	1
2175	-1.31194e-06	0.176716	1.31194e-06	0.176716	4.15011	3	0.174723	1
2176	-1.31204e-06	0.176729	1.31204e-06	0.176729	4.15011	3	0.174723	1
2177	-1.31214e-06	0.176743	1.31214e-06	0.176743	4.15011	3	0.174723	1
2178	-1.31224e-06	0.176756	1.31224e-06	0.176756	4.15011	3	0.174723	1
2179	-1.31234e-06	0.17677	1.31234e-06	0.17677	4.15011	3	0.174723	1
2180	-1.31244e-06	0.176784	1.31244e-06	0.176784	4.15011	3	0.174723	1
2181	-1.31255e-06	0.176797	1.31255e-06	0.176797	4.15011	3	0.174723	1
2182	-1.31265e-06	0.176811	1.31265e-06	0.176811	4.15011	3	0.174723	1
2183	-1.31275e-06	0.176824	1.31275e-06	0.176824	4.15011	3	0.174723	1
2184	-1.31285e-06	0.176838	1.31285e-06	0.176838	4.15011	3	0.174723	1
2185	-1.31295e-06	0.176851	1.31295e-06	0.176851	4.15011	3	0.174723	1
2186	-1.31305e-06	0.176865	1.31305e-06	0.176865	4.15011	3	0.174723	1
2187	-1.31315e-06	0.176878	1.31315e-06	0.176878	4.15011	3	0.174723	1
2188	-1.31325e-06	0.176892	1.31325e-06	0.176892	4.15011	3	0.174723	1
2189	-1.31335e-06	0.176905	1.31335e-06	0.176905	4.15011	3	0.174723	1
2190	-1.31345e-06	0.176919	1.31345e-06	0.176919	4.15011	3	0.174723	1
2191	-1.31355e-06	0.176932	1.31355e-06	0.176932	4.15011	3	0.174723	1
2192	-1.31365e-06	0.176946	1.31365e-06	0.176946	4.15011	3	0.174723	1
2193	-1.31375e-06	0.176959	1.31375e-06	0.176959	4.15011	3	0.174723	1
2194	-1.31385e-06	0.176973	1.31385e-06	0.176973	4.15011	3	0.174723	1
2195	-1.31395e-06	0.176986	1.31395e-06	0.176986	4.15011	3	0.174723	1
2196	-1.31405e-06	0.177	1.31405e-06	0.177	4.15011	3	0.174723	1
2197	-1.31415e-06	0.177013	1.31415e-06	0.177013	4.15011	3	0.174723	1
2198	-1.31425e-06	0.177027	1.31425e-06	0.177027	4.15011	3	0.174723	1
2199	-1.31435e-06	0.17704	1.31435e-06	0.17704	4.15011	3	0.174723	1
2200	-1.31445e-06	0.177053	1.31445e-06	0.177053	4.15011	3	0.174723	1
2201	-1.31455e-06	0.177067	1.31455e-06	0.177067	4.15011	3	0.174723	1
2202	-1.31465e-06	0.17708	1.31465e-06	0.17708	4.15011	3	0.174723	1
2203	-1.31475e-06	0.177094	1.31475e-06	0.177094	4.15011	3	0.174723	1
2204	-1.31485e-06	0.177107	1.31485e-06	0.177107	4.15011	3	0.174723	1
2205	-1.31495e-06	0.17712	1.31495e-06	0.17712	4.15011	3	0.174723	1
2206	-1.31505e-06	0.177134	1.31505e-06	0.177134	4.15011	3	0.174723	1
2207	-1.31514e-06	0.177147	1.31514e-06	0.177147	4.15011	3	0.174723	1
2208	-1.31524e-06	0.177161	1.31524e-06	0.177161	4.15011	3	0.174723	1
2209	-1.31534e-06	0.177174	1.31534e-06	0.177174	4.15011	3	0.174723	1
2210	-1.31544e-06	0.177187	1.31544e-06	0.177187	4.15011	3	0.174723	1
2211	-1.31554e-06	0.177201	1.31554e-06	0.177201	4.15011	3	0.174723	1
2212	-1.31564e-06	0.177214	1.31564e-06	0.177214	4.15011	3	0.174723	1
2213	-1.31574e-06	0.177227	1.31574e-06	0.177227	4.15011	3	0.174723	1
2214	-1.31584e-06	0.177241	1.31584e-06	0.177241	4.15011	3	0.174723	1
2215	-1.31594e-06	0.177254	1.31594e-06	0.177254	4.15011	3	0.174723	1
2216	-1.31604e-06	0.177267	1.31604e-06	0.177267	4.15011	3	0.174723	1
2217	-1.31614e-06	0.177281	1.31614e-06	0.177281	4.15011	3	0.174723	1
2218	-1.31624e-06	0.177294	1.31624e-06	0.177294	4.15011	3	0.174723	1
2219	-1.31633e-06	0.177307	1.31633e-06	0.177307	4.15011	3	0.174723	1
2220	-1.31643e-06	0.177321	1.31643e-06	0.177321	4.15011	3	0.174723	1
2221	-1.31653e-06	0.177334	1.31653e-06	0.177334	4.15011	3	0.174723	1
2222	-1.31663e-06	0.177347	1.31663e-06	0.177347	4.15011	3	0.174723	1
2223	-1.31673e-06	0.177361	1.31673e-06	0.177361	4.15011	3	0.174723	1
2224	-1.31683e-06	0.177374	1.31683e-06	0.177374	4.15011	3	0.174723	1
2225	-1.31693e-06	0.177387	1.31693e-06	0.177387	4.15011	3	0.174723	1
2226	-1.31702e-06	0.1774	1.31702e-06	0.1774	4.15011	3	0.174723	1
2227	-1.31712e-06	0.177414	1.31712e-06	0.177414	4.15011	3	0.174723	1
2228	-1.31722e-06	0.177427	1.31722e-06	0.177427	4.15011	3	0.174723	1
2229	-1.31732e-06	0.17744	1.31732e-06	0.17744	4.15011	3	0.174723	1
2230	-1.31742e-06	0.177453	1.31742e-06	0.177453	4.15011	3	0.174723	1
2231	-1.31752e-06	0.177467	1.31752e-06	0.177467	4.15011	3	0.174723	1
2232	-1.31761e-06	0.17748	1.31761e-06	0.17748	4.15011	3	0.174723	1
2233	-1.31771e-06	0.177493	1.31771e-06	0.177493	4.15011	3	0.174723	1
2234	-1.31781e-06	0.177506	1.31781e-06	0.177506	4.15011	3	0.174723	1
2235	-1.31791e-06	0.17752	1.31791e-06	0.17752	4.15011	3	0.174723	1
2236	-1.31801e-06	0.177533	1.31801e-06	0.177533	4.15011	3	0.174723	1
2237	-1.3181e-06	0.177546	1.3181e-06	0.177546	4.15011	3	0.174723	1
2238	-1.3182e-06	0.177559	1.3182e-06	0.177559	4.15011	3	0.174723	1
2239	-1.3183e-06	0.177572	1.3183e-06	0.177572	4.15011	3	0.174723	1
2240	-1.3184e-06	0.177585	1.3184e-06	0.177585	4.15011	3	0.174723	1
2241	-1.3185e-06	0.177599	1.3185e-06	0.177599	4.15011	3	0.174723	1
2242	-1.31859e-06	0.177612	1.31859e-06	0.177612	4.15011	3	0.174723	1
2243	-1.31869e-06	0.177625	1.31869e-06	0.177625	4.15011	3	0.174723	1
2244	-1.31879e-06	0.177638	1.31879e-06	0.177638	4.15011	3	0.174723	1
2245	-1.31889e-06	0.177651	1.31889e-06	0.177651	4.15011	3	0.174723	1
2246	-1.31898e-06	0.177664	1.31898e-06	0.177664	4.15011	3	0.174723	1
2247	-1.31908e-06	0.177677	1.31908e-06	0.177677	4.15011	3	0.174723	1
2248	-1.31918e-06	0.177691	1.31918e-06	0.177691	4.15011	3	0.174723	1
2249	-1.31928e-06	0.177704	1.31928e-06	0.177704	4.15011	3	0.174723	1
2250	-1.31937e-06	0.177717	1.31937e-06	0.177717	4.15011	3	0.174723	1
2251	-1.31947e-06	0.17773	1.31947e-06	0.17773	4.15011	3	0.174723	1
2252	-1.31957e-06	0.177743	1.31957e-06	0.177743	4.15011	3	0.174723	1
2253	-1.31966e-06	0.177756	1.31966e-06	0.177756	4.15011	3	0.174723	1
2254	-1.31976e-06	0.177769	1.31976e-06	0.177769	4.15011	3	0.174723	1
2255	-1.31986e-06	0.177782	1.31986e-06	0.177782	4.15011	3	0.174723	1
2256	-1.31996e-06	0.177795	1.31996e-06	0.177795	4.15011	3	0.174723	1
2257	-1.32005e-06	0.177808	1.32005e-06	0.177808	4.15011	3	0.174723	1
2258	-1.32015e-06	0.177821	1.32015e-06	0.177821	4.15011	3	0.174723	1
2259	-1.32025e-06	0.177834	1.32025e-06	0.177834	4.15011	3	0.174723	1
2260	-1.32034e-06	0.177847	1.32034e-06	0.177847	4.15011	3	0.174723	1
2261	-1.32044e-06	0.17786	1.32044e-06	0.17786	4.15011	3	0.174723	1
2262	-1.32054e-06	0.177873	1.32054e-06	0.177873	4.15011	3	0.174723	1
2263	-1.32063e-06	0.177886	1.32063e-06	0.177886	4.15011	3	0.174723	1
2264	-1.32073e-06	0.177899	1.32073e-06	0.177899	4.15011	3	0.174723	1
2265	-1.32083e-06	0.177912	1.32083e-06	0.177912	4.15011	3	0.174723	1
2266	-1.32092e-06	0.177925	1.32092e-06	0.177925	4.15011	3	0.174723	1
2267	-1.32102e-06	0.177938	1.32102e-06	0.177938	4.15011	3	0.174723	1
2268	-1.32111e-06	0.177951	1.32111e-06	0.177951	4.15011	3	0.174723	1
2269	-1.32121e-06	0.177964	1.32121e-06	0.177964	4.15011	3	0.174723	1
2270	-1.32131e-06	0.177977	1.32131e-06	0.177977	4.15011	3	0.174723	1
2271	-1.3214e-06	0.17799	1.3214e-06	0.17799	4.15011	3	0.174723	1
2272	-1.3215e-06	0.178003	1.3215e-06	0.178003	4.15011	3	0.174723	1
2273	-1.32159e-06	0.178016	1.32159e-06	0.178016	4.15011	3	0.174723	1
