"alpha","alpha_0","mu","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.13967,0.13969,0.00076781,1,0.262,0.262,0.5,0
0.15006,0.15007,-0.00016453,1,0.263,0.263,0.5,0
0.16046,0.16046,-0.0010968,1,0.264,0.264,0.5,0
0.17085,0.17084,-0.0020292,1,0.265,0.265,0.5,0
0.18125,0.18122,-0.0029615,1,0.266,0.266,0.5,0
0.19164,0.19161,-0.0038938,1,0.267,0.267,0.5,0
0.20204,0.20199,-0.0048262,1,0.268,0.268,0.5,0
0.21243,0.21238,-0.0057585,1,0.269,0.269,0.5,0
0.22282,0.22276,-0.0066908,1,0.27,0.27,0.5,0
0.23267,0.23259,-0.0076108,1,0.271,0.271,0.5,0
0.24251,0.24243,-0.0085308,1,0.272,0.272,0.5,0
0.25235,0.25226,-0.0094507,1,0.273,0.273,0.5,0
0.26219,0.26209,-0.010371,1,0.274,0.274,0.5,0
0.27203,0.27192,-0.011291,1,0.275,0.275,0.5,0
0.28188,0.28175,-0.012211,1,0.276,0.276,0.5,0
0.29172,0.29159,-0.013131,1,0.277,0.277,0.5,0
0.30156,0.30142,-0.014051,1,0.278,0.278,0.5,0
0.3114,0.31125,-0.014971,1,0.279,0.279,0.5,0
0.32124,0.32108,-0.015891,1,0.28,0.28,0.5,0
0.33033,0.33016,-0.01679,1,0.281,0.281,0.5,0
0.33942,0.33924,-0.017689,1,0.282,0.282,0.5,0
0.34851,0.34832,-0.018588,1,0.283,0.283,0.5,0
0.3576,0.35741,-0.019488,1,0.284,0.284,0.5,0
0.36669,0.36649,-0.020387,1,0.285,0.285,0.5,0
0.37578,0.37557,-0.021286,1,0.286,0.286,0.5,0
0.38487,0.38465,-0.022185,1,0.287,0.287,0.5,0
0.39396,0.39373,-0.023085,1,0.288,0.288,0.5,0
0.40305,0.40281,-0.023984,1,0.289,0.289,0.5,0
0.41214,0.41189,-0.024883,1,0.29,0.29,0.5,0
0.42034,0.42009,-0.025754,1,0.291,0.291,0.5,0
0.42855,0.42828,-0.026626,1,0.292,0.292,0.5,0
0.43675,0.43648,-0.027497,1,0.293,0.293,0.5,0
0.44496,0.44468,-0.028368,1,0.294,0.294,0.5,0
0.45316,0.45287,-0.029239,1,0.295,0.295,0.5,0
0.46136,0.46107,-0.03011,1,0.296,0.296,0.5,0
0.46957,0.46926,-0.030982,1,0.297,0.297,0.5,0
0.47777,0.47746,-0.031853,1,0.298,0.298,0.5,0
0.48597,0.48566,-0.032724,1,0.299,0.299,0.5,0
0.49418,0.49385,-0.033595,1,0.3,0.3,0.5,0
0.50143,0.5011,-0.034432,1,0.301,0.301,0.5,0
0.50868,0.50834,-0.035269,1,0.302,0.302,0.5,0
0.51593,0.51559,-0.036107,1,0.303,0.303,0.5,0
0.52318,0.52283,-0.036944,1,0.304,0.304,0.5,0
0.53043,0.53008,-0.037781,1,0.305,0.305,0.5,0
0.53768,0.53732,-0.038618,1,0.306,0.306,0.5,0
0.54493,0.54457,-0.039455,1,0.307,0.307,0.5,0
0.55219,0.55181,-0.040292,1,0.308,0.308,0.5,0
0.55944,0.55905,-0.041129,1,0.309,0.309,0.5,0
0.56669,0.5663,-0.041966,1,0.31,0.31,0.5,0
0.57298,0.57258,-0.042764,1,0.311,0.311,0.5,0
0.57927,0.57887,-0.043563,1,0.312,0.312,0.5,0
0.58556,0.58515,-0.044361,1,0.313,0.313,0.5,0
0.59185,0.59144,-0.045159,1,0.314,0.314,0.5,0
0.59814,0.59773,-0.045957,1,0.315,0.315,0.5,0
0.60443,0.60401,-0.046756,1,0.316,0.316,0.5,0
0.61072,0.6103,-0.047554,1,0.317,0.317,0.5,0
0.61701,0.61658,-0.048352,1,0.318,0.318,0.5,0
0.6233,0.62287,-0.04915,1,0.319,0.319,0.5,0
0.62959,0.62915,-0.049949,1,0.32,0.32,0.5,0
0.63496,0.63452,-0.050704,1,0.321,0.321,0.5,0
0.64033,0.63988,-0.05146,1,0.322,0.322,0.5,0
0.64569,0.64524,-0.052216,1,0.323,0.323,0.5,0
0.65106,0.65061,-0.052972,1,0.324,0.324,0.5,0
0.65643,0.65597,-0.053728,1,0.325,0.325,0.5,0
0.6618,0.66134,-0.054484,1,0.326,0.326,0.5,0
0.66717,0.6667,-0.05524,1,0.327,0.327,0.5,0
0.67253,0.67206,-0.055996,1,0.328,0.328,0.5,0
0.6779,0.67743,-0.056751,1,0.329,0.329,0.5,0
0.68327,0.68279,-0.057507,1,0.33,0.33,0.5,0
0.68779,0.68731,-0.058218,1,0.331,0.331,0.5,0
0.6923,0.69182,-0.05893,1,0.332,0.332,0.5,0
0.69682,0.69633,-0.059641,1,0.333,0.333,0.5,0
0.70133,0.70085,-0.060352,1,0.334,0.334,0.5,0
0.70585,0.70536,-0.061063,1,0.335,0.335,0.5,0
0.71037,0.70987,-0.061774,1,0.336,0.336,0.5,0
0.71488,0.71439,-0.062486,1,0.337,0.337,0.5,0
0.7194,0.7189,-0.063197,1,0.338,0.338,0.5,0
0.72392,0.72341,-0.063908,1,0.339,0.339,0.5,0
0.72843,0.72793,-0.064619,1,0.34,0.34,0.5,0
0.73219,0.73168,-0.065284,1,0.341,0.341,0.5,0
0.73594,0.73543,-0.065949,1,0.342,0.342,0.5,0
0.73969,0.73918,-0.066614,1,0.343,0.343,0.5,0
0.74345,0.74293,-0.067279,1,0.344,0.344,0.5,0
0.7472,0.74668,-0.067944,1,0.345,0.345,0.5,0
0.75095,0.75043,-0.068609,1,0.346,0.346,0.5,0
0.75471,0.75419,-0.069274,1,0.347,0.347,0.5,0
0.75846,0.75794,-0.069939,1,0.348,0.348,0.5,0
0.76221,0.76169,-0.070604,1,0.349,0.349,0.5,0
0.76597,0.76544,-0.071269,1,0.35,0.35,0.5,0
0.76905,0.76852,-0.071888,1,0.351,0.351,0.5,0
0.77214,0.77161,-0.072506,1,0.352,0.352,0.5,0
0.77522,0.77469,-0.073124,1,0.353,0.353,0.5,0
0.77831,0.77778,-0.073742,1,0.354,0.354,0.5,0
0.7814,0.78086,-0.074361,1,0.355,0.355,0.5,0
0.78448,0.78395,-0.074979,1,0.356,0.356,0.5,0
0.78757,0.78703,-0.075597,1,0.357,0.357,0.5,0
0.79066,0.79012,-0.076215,1,0.358,0.358,0.5,0
0.79374,0.7932,-0.076834,1,0.359,0.359,0.5,0
0.79683,0.79629,-0.077452,1,0.36,0.36,0.5,0
0.79934,0.7988,-0.078023,1,0.361,0.361,0.5,0
0.80186,0.80131,-0.078595,1,0.362,0.362,0.5,0
0.80437,0.80383,-0.079166,1,0.363,0.363,0.5,0
0.80689,0.80634,-0.079737,1,0.364,0.364,0.5,0
0.8094,0.80885,-0.080309,1,0.365,0.365,0.5,0
0.81192,0.81137,-0.08088,1,0.366,0.366,0.5,0
0.81443,0.81388,-0.081452,1,0.367,0.367,0.5,0
0.81694,0.81639,-0.082023,1,0.368,0.368,0.5,0
0.81946,0.81891,-0.082594,1,0.369,0.369,0.5,0
0.82197,0.82142,-0.083166,1,0.37,0.37,0.5,0
0.82401,0.82345,-0.08369,1,0.371,0.371,0.5,0
0.82604,0.82548,-0.084215,1,0.372,0.372,0.5,0
0.82807,0.82751,-0.08474,1,0.373,0.373,0.5,0
0.8301,0.82955,-0.085265,1,0.374,0.374,0.5,0
0.83213,0.83158,-0.08579,1,0.375,0.375,0.5,0
0.83417,0.83361,-0.086314,1,0.376,0.376,0.5,0
0.8362,0.83564,-0.086839,1,0.377,0.377,0.5,0
0.83823,0.83767,-0.087364,1,0.378,0.378,0.5,0
0.84026,0.8397,-0.087889,1,0.379,0.379,0.5,0
0.8423,0.84173,-0.088414,1,0.38,0.38,0.5,0
0.84393,0.84336,-0.088892,1,0.381,0.381,0.5,0
0.84556,0.84499,-0.089371,1,0.382,0.382,0.5,0
0.84719,0.84662,-0.08985,1,0.383,0.383,0.5,0
0.84882,0.84825,-0.090329,1,0.384,0.384,0.5,0
0.85045,0.84988,-0.090808,1,0.385,0.385,0.5,0
0.85208,0.85151,-0.091286,1,0.386,0.386,0.5,0
0.85371,0.85314,-0.091765,1,0.387,0.387,0.5,0
0.85534,0.85477,-0.092244,1,0.388,0.388,0.5,0
0.85697,0.8564,-0.092723,1,0.389,0.389,0.5,0
0.8586,0.85803,-0.093202,1,0.39,0.39,0.5,0
0.8599,0.85933,-0.093635,1,0.391,0.391,0.5,0
0.8612,0.86063,-0.094069,1,0.392,0.392,0.5,0
0.8625,0.86193,-0.094502,1,0.393,0.393,0.5,0
0.8638,0.86323,-0.094936,1,0.394,0.394,0.5,0
0.8651,0.86453,-0.095369,1,0.395,0.395,0.5,0
0.8664,0.86583,-0.095803,1,0.396,0.396,0.5,0
0.8677,0.86713,-0.096237,1,0.397,0.397,0.5,0
0.869,0.86843,-0.09667,1,0.398,0.398,0.5,0
0.8703,0.86973,-0.097104,1,0.399,0.399,0.5,0
0.8716,0.87103,-0.097537,1,0.4,0.4,0.5,0
0.87263,0.87206,-0.097926,1,0.401,0.401,0.5,0
0.87366,0.87308,-0.098316,1,0.402,0.402,0.5,0
0.87469,0.87411,-0.098705,1,0.403,0.403,0.5,0
0.87571,0.87514,-0.099094,1,0.404,0.404,0.5,0
0.87674,0.87617,-0.099483,1,0.405,0.405,0.5,0
0.87777,0.8772,-0.099872,1,0.406,0.406,0.5,0
0.8788,0.87823,-0.10026,1,0.407,0.407,0.5,0
0.87983,0.87926,-0.10065,1,0.408,0.408,0.5,0
0.88086,0.88028,-0.10104,1,0.409,0.409,0.5,0
0.88189,0.88131,-0.10143,1,0.41,0.41,0.5,0
0.8827,0.88212,-0.10177,1,0.411,0.411,0.5,0
0.88351,0.88293,-0.10212,1,0.412,0.412,0.5,0
0.88432,0.88374,-0.10247,1,0.413,0.413,0.5,0
0.88513,0.88455,-0.10281,1,0.414,0.414,0.5,0
0.88594,0.88536,-0.10316,1,0.415,0.415,0.5,0
0.88674,0.88617,-0.1035,1,0.416,0.416,0.5,0
0.88755,0.88698,-0.10385,1,0.417,0.417,0.5,0
0.88836,0.88778,-0.10419,1,0.418,0.418,0.5,0
0.88917,0.88859,-0.10454,1,0.419,0.419,0.5,0
0.88998,0.8894,-0.10489,1,0.42,0.42,0.5,0
0.89061,0.89003,-0.10519,1,0.421,0.421,0.5,0
0.89124,0.89066,-0.10549,1,0.422,0.422,0.5,0
0.89188,0.8913,-0.10579,1,0.423,0.423,0.5,0
0.89251,0.89193,-0.1061,1,0.424,0.424,0.5,0
0.89314,0.89256,-0.1064,1,0.425,0.425,0.5,0
0.89377,0.89319,-0.1067,1,0.426,0.426,0.5,0
0.8944,0.89382,-0.10701,1,0.427,0.427,0.5,0
0.89503,0.89445,-0.10731,1,0.428,0.428,0.5,0
0.89566,0.89508,-0.10761,1,0.429,0.429,0.5,0
0.8963,0.89571,-0.10791,1,0.43,0.43,0.5,0
0.89678,0.8962,-0.10818,1,0.431,0.431,0.5,0
0.89727,0.89669,-0.10844,1,0.432,0.432,0.5,0
0.89776,0.89718,-0.1087,1,0.433,0.433,0.5,0
0.89825,0.89767,-0.10896,1,0.434,0.434,0.5,0
0.89874,0.89815,-0.10922,1,0.435,0.435,0.5,0
0.89922,0.89864,-0.10948,1,0.436,0.436,0.5,0
0.89971,0.89913,-0.10974,1,0.437,0.437,0.5,0
0.9002,0.89962,-0.11,1,0.438,0.438,0.5,0
0.90069,0.9001,-0.11026,1,0.439,0.439,0.5,0
0.90118,0.90059,-0.11052,1,0.44,0.44,0.5,0
0.90155,0.90096,-0.11074,1,0.441,0.441,0.5,0
0.90192,0.90134,-0.11096,1,0.442,0.442,0.5,0
0.90229,0.90171,-0.11118,1,0.443,0.443,0.5,0
0.90266,0.90208,-0.1114,1,0.444,0.444,0.5,0
0.90304,0.90245,-0.11162,1,0.445,0.445,0.5,0
0.90341,0.90282,-0.11184,1,0.446,0.446,0.5,0
0.90378,0.90319,-0.11206,1,0.447,0.447,0.5,0
0.90415,0.90357,-0.11228,1,0.448,0.448,0.5,0
0.90452,0.90394,-0.1125,1,0.449,0.449,0.5,0
0.9049,0.90431,-0.11272,1,0.45,0.45,0.5,0
0.90517,0.90459,-0.1129,1,0.451,0.451,0.5,0
0.90545,0.90486,-0.11308,1,0.452,0.452,0.5,0
0.90573,0.90514,-0.11326,1,0.453,0.453,0.5,0
0.90601,0.90542,-0.11344,1,0.454,0.454,0.5,0
0.90628,0.9057,-0.11362,1,0.455,0.455,0.5,0
0.90656,0.90597,-0.1138,1,0.456,0.456,0.5,0
0.90684,0.90625,-0.11398,1,0.457,0.457,0.5,0
0.90712,0.90653,-0.11415,1,0.458,0.458,0.5,0
0.90739,0.90681,-0.11433,1,0.459,0.459,0.5,0
0.90767,0.90709,-0.11451,1,0.46,0.46,0.5,0
0.90787,0.90729,-0.11465,1,0.461,0.461,0.5,0
0.90807,0.90749,-0.11479,1,0.462,0.462,0.5,0
0.90827,0.90769,-0.11493,1,0.463,0.463,0.5,0
0.90847,0.90789,-0.11507,1,0.464,0.464,0.5,0
0.90867,0.90809,-0.11521,1,0.465,0.465,0.5,0
0.90887,0.90829,-0.11535,1,0.466,0.466,0.5,0
0.90907,0.90849,-0.11549,1,0.467,0.467,0.5,0
0.90927,0.90869,-0.11563,1,0.468,0.468,0.5,0
0.90947,0.90889,-0.11576,1,0.469,0.469,0.5,0
0.90967,0.90909,-0.1159,1,0.47,0.47,0.5,0
0.90981,0.90922,-0.116,1,0.471,0.471,0.5,0
0.90994,0.90935,-0.1161,1,0.472,0.472,0.5,0
0.91008,0.90949,-0.1162,1,0.473,0.473,0.5,0
0.91021,0.90962,-0.1163,1,0.474,0.474,0.5,0
0.91035,0.90976,-0.1164,1,0.475,0.475,0.5,0
0.91048,0.90989,-0.1165,1,0.476,0.476,0.5,0
0.91062,0.91003,-0.1166,1,0.477,0.477,0.5,0
0.91075,0.91016,-0.1167,1,0.478,0.478,0.5,0
0.91089,0.9103,-0.1168,1,0.479,0.479,0.5,0
0.91102,0.91043,-0.1169,1,0.48,0.48,0.5,0
0.9111,0.91051,-0.11696,1,0.481,0.481,0.5,0
0.91118,0.91059,-0.11702,1,0.482,0.482,0.5,0
0.91126,0.91067,-0.11708,1,0.483,0.483,0.5,0
0.91134,0.91075,-0.11714,1,0.484,0.484,0.5,0
0.91141,0.91082,-0.1172,1,0.485,0.485,0.5,0
0.91149,0.9109,-0.11726,1,0.486,0.486,0.5,0
0.91157,0.91098,-0.11732,1,0.487,0.487,0.5,0
0.91165,0.91106,-0.11738,1,0.488,0.488,0.5,0
0.91173,0.91114,-0.11744,1,0.489,0.489,0.5,0
0.9118,0.91121,-0.1175,1,0.49,0.49,0.5,0
0.91183,0.91124,-0.11752,1,0.491,0.491,0.5,0
0.91186,0.91127,-0.11754,1,0.492,0.492,0.5,0
0.91188,0.91129,-0.11756,1,0.493,0.493,0.5,0
0.91191,0.91132,-0.11758,1,0.494,0.494,0.5,0
0.91194,0.91134,-0.1176,1,0.495,0.495,0.5,0
0.91196,0.91137,-0.11762,1,0.496,0.496,0.5,0
0.91199,0.9114,-0.11764,1,0.497,0.497,0.5,0
0.91201,0.91142,-0.11766,1,0.498,0.498,0.5,0
0.91204,0.91145,-0.11768,1,0.499,0.499,0.5,0
0.91207,0.91148,-0.1177,1,0.5,0.5,0.5,0
0.91204,0.91145,-0.11769,1,0.501,0.501,0.5,0
0.91202,0.91143,-0.11767,1,0.502,0.502,0.5,0
0.91199,0.9114,-0.11765,1,0.503,0.503,0.5,0
0.91197,0.91138,-0.11763,1,0.504,0.504,0.5,0
0.91195,0.91136,-0.11761,1,0.505,0.505,0.5,0
0.91192,0.91133,-0.11759,1,0.506,0.506,0.5,0
0.9119,0.91131,-0.11758,1,0.507,0.507,0.5,0
0.91187,0.91128,-0.11756,1,0.508,0.508,0.5,0
0.91185,0.91126,-0.11754,1,0.509,0.509,0.5,0
0.91183,0.91124,-0.11752,1,0.51,0.51,0.5,0
0.91175,0.91116,-0.11746,1,0.511,0.511,0.5,0
0.91167,0.91108,-0.11741,1,0.512,0.512,0.5,0
0.9116,0.91101,-0.11735,1,0.513,0.513,0.5,0
0.91152,0.91093,-0.11729,1,0.514,0.514,0.5,0
0.91145,0.91086,-0.11723,1,0.515,0.515,0.5,0
0.91137,0.91078,-0.11717,1,0.516,0.516,0.5,0
0.9113,0.9107,-0.11712,1,0.517,0.517,0.5,0
0.91122,0.91063,-0.11706,1,0.518,0.518,0.5,0
0.91114,0.91055,-0.117,1,0.519,0.519,0.5,0
0.91107,0.91048,-0.11694,1,0.52,0.52,0.5,0
0.91094,0.91035,-0.11685,1,0.521,0.521,0.5,0
0.9108,0.91021,-0.11675,1,0.522,0.522,0.5,0
0.91067,0.91008,-0.11665,1,0.523,0.523,0.5,0
0.91054,0.90995,-0.11656,1,0.524,0.524,0.5,0
0.9104,0.90981,-0.11646,1,0.525,0.525,0.5,0
0.91027,0.90968,-0.11636,1,0.526,0.526,0.5,0
0.91014,0.90955,-0.11627,1,0.527,0.527,0.5,0
0.91001,0.90942,-0.11617,1,0.528,0.528,0.5,0
0.90987,0.90928,-0.11607,1,0.529,0.529,0.5,0
0.90974,0.90915,-0.11598,1,0.53,0.53,0.5,0
0.90954,0.90895,-0.11584,1,0.531,0.531,0.5,0
0.90935,0.90876,-0.1157,1,0.532,0.532,0.5,0
0.90915,0.90856,-0.11557,1,0.533,0.533,0.5,0
0.90895,0.90836,-0.11543,1,0.534,0.534,0.5,0
0.90875,0.90816,-0.11529,1,0.535,0.535,0.5,0
0.90856,0.90797,-0.11516,1,0.536,0.536,0.5,0
0.90836,0.90777,-0.11502,1,0.537,0.537,0.5,0
0.90816,0.90757,-0.11489,1,0.538,0.538,0.5,0
0.90796,0.90737,-0.11475,1,0.539,0.539,0.5,0
0.90776,0.90718,-0.11461,1,0.54,0.54,0.5,0
0.90749,0.9069,-0.11444,1,0.541,0.541,0.5,0
0.90721,0.90663,-0.11426,1,0.542,0.542,0.5,0
0.90694,0.90635,-0.11408,1,0.543,0.543,0.5,0
0.90666,0.90608,-0.11391,1,0.544,0.544,0.5,0
0.90639,0.9058,-0.11373,1,0.545,0.545,0.5,0
0.90611,0.90553,-0.11355,1,0.546,0.546,0.5,0
0.90584,0.90525,-0.11338,1,0.547,0.547,0.5,0
0.90556,0.90498,-0.1132,1,0.548,0.548,0.5,0
0.90529,0.9047,-0.11303,1,0.549,0.549,0.5,0
0.90501,0.90442,-0.11285,1,0.55,0.55,0.5,0
0.90464,0.90406,-0.11263,1,0.551,0.551,0.5,0
0.90427,0.90369,-0.11242,1,0.552,0.552,0.5,0
0.9039,0.90332,-0.1122,1,0.553,0.553,0.5,0
0.90353,0.90295,-0.11198,1,0.554,0.554,0.5,0
0.90317,0.90258,-0.11177,1,0.555,0.555,0.5,0
0.9028,0.90221,-0.11155,1,0.556,0.556,0.5,0
0.90243,0.90184,-0.11133,1,0.557,0.557,0.5,0
0.90206,0.90147,-0.11111,1,0.558,0.558,0.5,0
0.90169,0.9011,-0.1109,1,0.559,0.559,0.5,0
0.90132,0.90073,-0.11068,1,0.56,0.56,0.5,0
0.90083,0.90025,-0.11042,1,0.561,0.561,0.5,0
0.90035,0.89976,-0.11017,1,0.562,0.562,0.5,0
0.89986,0.89928,-0.10991,1,0.563,0.563,0.5,0
0.89938,0.89879,-0.10965,1,0.564,0.564,0.5,0
0.89889,0.89831,-0.10939,1,0.565,0.565,0.5,0
0.89841,0.89782,-0.10913,1,0.566,0.566,0.5,0
0.89792,0.89734,-0.10888,1,0.567,0.567,0.5,0
0.89744,0.89685,-0.10862,1,0.568,0.568,0.5,0
0.89695,0.89637,-0.10836,1,0.569,0.569,0.5,0
0.89647,0.89588,-0.1081,1,0.57,0.57,0.5,0
0.89584,0.89526,-0.1078,1,0.571,0.571,0.5,0
0.89521,0.89463,-0.10751,1,0.572,0.572,0.5,0
0.89458,0.894,-0.10721,1,0.573,0.573,0.5,0
0.89395,0.89337,-0.10691,1,0.574,0.574,0.5,0
0.89333,0.89274,-0.10661,1,0.575,0.575,0.5,0
0.8927,0.89212,-0.10631,1,0.576,0.576,0.5,0
0.89207,0.89149,-0.10601,1,0.577,0.577,0.5,0
0.89144,0.89086,-0.10571,1,0.578,0.578,0.5,0
0.89081,0.89023,-0.10541,1,0.579,0.579,0.5,0
0.89018,0.8896,-0.10511,1,0.58,0.58,0.5,0
0.88938,0.8888,-0.10477,1,0.581,0.581,0.5,0
0.88857,0.88799,-0.10443,1,0.582,0.582,0.5,0
0.88777,0.88719,-0.10408,1,0.583,0.583,0.5,0
0.88696,0.88638,-0.10374,1,0.584,0.584,0.5,0
0.88615,0.88557,-0.1034,1,0.585,0.585,0.5,0
0.88535,0.88477,-0.10306,1,0.586,0.586,0.5,0
0.88454,0.88396,-0.10272,1,0.587,0.587,0.5,0
0.88374,0.88316,-0.10238,1,0.588,0.588,0.5,0
0.88293,0.88235,-0.10203,1,0.589,0.589,0.5,0
0.88213,0.88155,-0.10169,1,0.59,0.59,0.5,0
0.8811,0.88052,-0.10131,1,0.591,0.591,0.5,0
0.88007,0.8795,-0.10092,1,0.592,0.592,0.5,0
0.87905,0.87847,-0.10054,1,0.593,0.593,0.5,0
0.87802,0.87745,-0.10015,1,0.594,0.594,0.5,0
0.877,0.87642,-0.099767,1,0.595,0.595,0.5,0
0.87597,0.8754,-0.099382,1,0.596,0.596,0.5,0
0.87495,0.87437,-0.098997,1,0.597,0.597,0.5,0
0.87392,0.87335,-0.098612,1,0.598,0.598,0.5,0
0.8729,0.87232,-0.098227,1,0.599,0.599,0.5,0
0.87187,0.8713,-0.097842,1,0.6,0.6,0.5,0
0.87058,0.87,-0.097412,1,0.601,0.601,0.5,0
0.86928,0.86871,-0.096983,1,0.602,0.602,0.5,0
0.86799,0.86741,-0.096554,1,0.603,0.603,0.5,0
0.86669,0.86612,-0.096125,1,0.604,0.604,0.5,0
0.86539,0.86482,-0.095696,1,0.605,0.605,0.5,0
0.8641,0.86353,-0.095267,1,0.606,0.606,0.5,0
0.8628,0.86223,-0.094838,1,0.607,0.607,0.5,0
0.86151,0.86094,-0.094409,1,0.608,0.608,0.5,0
0.86021,0.85964,-0.093979,1,0.609,0.609,0.5,0
0.85892,0.85835,-0.09355,1,0.61,0.61,0.5,0
0.85729,0.85672,-0.093076,1,0.611,0.611,0.5,0
0.85566,0.85509,-0.092602,1,0.612,0.612,0.5,0
0.85404,0.85347,-0.092128,1,0.613,0.613,0.5,0
0.85241,0.85184,-0.091654,1,0.614,0.614,0.5,0
0.85079,0.85022,-0.09118,1,0.615,0.615,0.5,0
0.84916,0.84859,-0.090706,1,0.616,0.616,0.5,0
0.84753,0.84697,-0.090232,1,0.617,0.617,0.5,0
0.84591,0.84534,-0.089758,1,0.618,0.618,0.5,0
0.84428,0.84372,-0.089284,1,0.619,0.619,0.5,0
0.84266,0.84209,-0.08881,1,0.62,0.62,0.5,0
0.84063,0.84006,-0.08829,1,0.621,0.621,0.5,0
0.8386,0.83804,-0.08777,1,0.622,0.622,0.5,0
0.83657,0.83601,-0.08725,1,0.623,0.623,0.5,0
0.83455,0.83398,-0.08673,1,0.624,0.624,0.5,0
0.83252,0.83196,-0.086211,1,0.625,0.625,0.5,0
0.83049,0.82993,-0.085691,1,0.626,0.626,0.5,0
0.82847,0.82791,-0.085171,1,0.627,0.627,0.5,0
0.82644,0.82588,-0.084651,1,0.628,0.628,0.5,0
0.82441,0.82385,-0.084132,1,0.629,0.629,0.5,0
0.82238,0.82183,-0.083612,1,0.63,0.63,0.5,0
0.81987,0.81932,-0.083046,1,0.631,0.631,0.5,0
0.81737,0.81681,-0.08248,1,0.632,0.632,0.5,0
0.81486,0.8143,-0.081914,1,0.633,0.633,0.5,0
0.81235,0.81179,-0.081348,1,0.634,0.634,0.5,0
0.80984,0.80929,-0.080781,1,0.635,0.635,0.5,0
0.80733,0.80678,-0.080215,1,0.636,0.636,0.5,0
0.80482,0.80427,-0.079649,1,0.637,0.637,0.5,0
0.80231,0.80176,-0.079083,1,0.638,0.638,0.5,0
0.7998,0.79925,-0.078517,1,0.639,0.639,0.5,0
0.79729,0.79675,-0.077951,1,0.64,0.64,0.5,0
0.79421,0.79367,-0.077338,1,0.641,0.641,0.5,0
0.79113,0.79059,-0.076725,1,0.642,0.642,0.5,0
0.78805,0.78751,-0.076113,1,0.643,0.643,0.5,0
0.78497,0.78443,-0.0755,1,0.644,0.644,0.5,0
0.78189,0.78135,-0.074887,1,0.645,0.645,0.5,0
0.77881,0.77827,-0.074274,1,0.646,0.646,0.5,0
0.77573,0.77519,-0.073662,1,0.647,0.647,0.5,0
0.77265,0.77211,-0.073049,1,0.648,0.648,0.5,0
0.76957,0.76904,-0.072436,1,0.649,0.649,0.5,0
0.76649,0.76596,-0.071823,1,0.65,0.65,0.5,0
0.76274,0.76221,-0.071164,1,0.651,0.651,0.5,0
0.75899,0.75847,-0.070504,1,0.652,0.652,0.5,0
0.75525,0.75472,-0.069845,1,0.653,0.653,0.5,0
0.7515,0.75098,-0.069186,1,0.654,0.654,0.5,0
0.74775,0.74723,-0.068526,1,0.655,0.655,0.5,0
0.74401,0.74349,-0.067867,1,0.656,0.656,0.5,0
0.74026,0.73974,-0.067207,1,0.657,0.657,0.5,0
0.73651,0.736,-0.066548,1,0.658,0.658,0.5,0
0.73276,0.73225,-0.065889,1,0.659,0.659,0.5,0
0.72902,0.7285,-0.065229,1,0.66,0.66,0.5,0
0.72451,0.724,-0.064524,1,0.661,0.661,0.5,0
0.72,0.71949,-0.063818,1,0.662,0.662,0.5,0
0.71549,0.71498,-0.063113,1,0.663,0.663,0.5,0
0.71098,0.71048,-0.062407,1,0.664,0.664,0.5,0
0.70647,0.70597,-0.061702,1,0.665,0.665,0.5,0
0.70196,0.70146,-0.060996,1,0.666,0.666,0.5,0
0.69745,0.69695,-0.060291,1,0.667,0.667,0.5,0
0.69294,0.69245,-0.059585,1,0.668,0.668,0.5,0
0.68843,0.68794,-0.05888,1,0.669,0.669,0.5,0
0.68392,0.68343,-0.058174,1,0.67,0.67,0.5,0
0.67855,0.67807,-0.057424,1,0.671,0.671,0.5,0
0.67319,0.67271,-0.056674,1,0.672,0.672,0.5,0
0.66783,0.66736,-0.055924,1,0.673,0.673,0.5,0
0.66247,0.662,-0.055173,1,0.674,0.674,0.5,0
0.6571,0.65664,-0.054423,1,0.675,0.675,0.5,0
0.65174,0.65128,-0.053673,1,0.676,0.676,0.5,0
0.64638,0.64592,-0.052923,1,0.677,0.677,0.5,0
0.64102,0.64056,-0.052172,1,0.678,0.678,0.5,0
0.63566,0.6352,-0.051422,1,0.679,0.679,0.5,0
0.63029,0.62985,-0.050672,1,0.68,0.68,0.5,0
0.62401,0.62357,-0.049879,1,0.681,0.681,0.5,0
0.61772,0.61729,-0.049086,1,0.682,0.682,0.5,0
0.61144,0.61101,-0.048293,1,0.683,0.683,0.5,0
0.60515,0.60473,-0.047501,1,0.684,0.684,0.5,0
0.59887,0.59845,-0.046708,1,0.685,0.685,0.5,0
0.59258,0.59217,-0.045915,1,0.686,0.686,0.5,0
0.5863,0.58589,-0.045123,1,0.687,0.687,0.5,0
0.58001,0.5796,-0.04433,1,0.688,0.688,0.5,0
0.57373,0.57332,-0.043537,1,0.689,0.689,0.5,0
0.56744,0.56704,-0.042744,1,0.69,0.69,0.5,0
0.5602,0.5598,-0.041912,1,0.691,0.691,0.5,0
0.55295,0.55256,-0.04108,1,0.692,0.692,0.5,0
0.5457,0.54532,-0.040248,1,0.693,0.693,0.5,0
0.53846,0.53808,-0.039417,1,0.694,0.694,0.5,0
0.53121,0.53084,-0.038585,1,0.695,0.695,0.5,0
0.52396,0.5236,-0.037753,1,0.696,0.696,0.5,0
0.51671,0.51636,-0.036921,1,0.697,0.697,0.5,0
