"alpha","alpha_0","mu","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.50947,0.50912,-0.036089,1,0.698,0.698,0.5,0
0.50222,0.50188,-0.035257,1,0.699,0.699,0.5,0
0.49497,0.49464,-0.034425,1,0.7,0.7,0.5,0
0.48677,0.48644,-0.033559,1,0.701,0.701,0.5,0
0.47857,0.47825,-0.032692,1,0.702,0.702,0.5,0
0.47037,0.47005,-0.031826,1,0.703,0.703,0.5,0
0.46217,0.46186,-0.030959,1,0.704,0.704,0.5,0
0.45396,0.45366,-0.030093,1,0.705,0.705,0.5,0
0.44576,0.44547,-0.029226,1,0.706,0.706,0.5,0
0.43756,0.43728,-0.02836,1,0.707,0.707,0.5,0
0.42936,0.42908,-0.027494,1,0.708,0.708,0.5,0
0.42116,0.42089,-0.026627,1,0.709,0.709,0.5,0
0.41296,0.41269,-0.025761,1,0.71,0.71,0.5,0
0.40387,0.40361,-0.024866,1,0.711,0.711,0.5,0
0.39478,0.39453,-0.023971,1,0.712,0.712,0.5,0
0.38569,0.38545,-0.023075,1,0.713,0.713,0.5,0
0.3766,0.37637,-0.02218,1,0.714,0.714,0.5,0
0.36751,0.36729,-0.021285,1,0.715,0.715,0.5,0
0.35842,0.35821,-0.02039,1,0.716,0.716,0.5,0
0.34933,0.34912,-0.019495,1,0.717,0.717,0.5,0
0.34024,0.34004,-0.0186,1,0.718,0.718,0.5,0
0.33115,0.33096,-0.017705,1,0.719,0.719,0.5,0
0.32206,0.32188,-0.01681,1,0.72,0.72,0.5,0
0.31221,0.31205,-0.015894,1,0.721,0.721,0.5,0
0.30237,0.30221,-0.014977,1,0.722,0.722,0.5,0
0.29252,0.29237,-0.014061,1,0.723,0.723,0.5,0
0.28268,0.28254,-0.013144,1,0.724,0.724,0.5,0
0.27283,0.2727,-0.012228,1,0.725,0.725,0.5,0
0.26299,0.26287,-0.011311,1,0.726,0.726,0.5,0
0.25314,0.25303,-0.010395,1,0.727,0.727,0.5,0
0.2433,0.2432,-0.0094784,1,0.728,0.728,0.5,0
0.23345,0.23336,-0.008562,1,0.729,0.729,0.5,0
0.22361,0.22353,-0.0076455,1,0.73,0.73,0.5,0
0.21321,0.21314,-0.0067159,1,0.731,0.731,0.5,0
0.20281,0.20275,-0.0057863,1,0.732,0.732,0.5,0
0.19241,0.19236,-0.0048567,1,0.733,0.733,0.5,0
0.182,0.18197,-0.0039271,1,0.734,0.734,0.5,0
0.1716,0.17158,-0.0029975,1,0.735,0.735,0.5,0
0.1612,0.16119,-0.002068,1,0.736,0.736,0.5,0
0.1508,0.1508,-0.0011384,1,0.737,0.737,0.5,0
0.1404,0.14041,-0.00020879,1,0.738,0.738,0.5,0
0.13,0.13002,0.00072085,1,0.739,0.739,0.5,0
0.1196,0.11963,0.0016504,1,0.74,0.74,0.5,0
0.1089,0.10893,0.0025841,1,0.741,0.741,0.5,0
0.098194,0.098241,0.0035179,1,0.742,0.742,0.5,0
0.087491,0.087548,0.0044516,1,0.743,0.743,0.5,0
0.076787,0.076855,0.0053854,1,0.744,0.744,0.5,0
0.066083,0.066162,0.0063191,1,0.745,0.745,0.5,0
0.05538,0.055469,0.0072528,1,0.746,0.746,0.5,0
0.044676,0.044777,0.0081865,1,0.747,0.747,0.5,0
0.033972,0.034083,0.0091203,1,0.748,0.748,0.5,0
0.023269,0.02339,0.010054,1,0.749,0.749,0.5,0
0.012565,0.012698,0.010988,1,0.75,0.75,0.5,0
0.0018429,0.0019854,0.011916,1,0.751,0.751,0.5,0
-0.0088795,-0.0087268,0.012845,1,0.752,0.752,0.5,0
-0.019603,-0.01944,0.013774,1,0.753,0.753,0.5,0
-0.030325,-0.030152,0.014702,1,0.754,0.754,0.5,0
-0.041048,-0.040864,0.015631,1,0.755,0.755,0.5,0
-0.05177,-0.051576,0.016559,1,0.756,0.756,0.5,0
-0.062493,-0.062289,0.017488,1,0.757,0.757,0.5,0
-0.073216,-0.073001,0.018417,1,0.758,0.758,0.5,0
-0.083938,-0.083713,0.019345,1,0.759,0.759,0.5,0
-0.094661,-0.094425,0.020274,1,0.76,0.76,0.5,0
-0.10512,-0.10487,0.021188,1,0.761,0.761,0.5,0
-0.11557,-0.11532,0.022103,1,0.762,0.762,0.5,0
-0.12603,-0.12576,0.023017,1,0.763,0.763,0.5,0
-0.13648,-0.13621,0.023932,1,0.764,0.764,0.5,0
-0.14694,-0.14666,0.024846,1,0.765,0.765,0.5,0
-0.15739,-0.1571,0.025761,1,0.766,0.766,0.5,0
-0.16785,-0.16755,0.026675,1,0.767,0.767,0.5,0
-0.17831,-0.178,0.02759,1,0.768,0.768,0.5,0
-0.18876,-0.18844,0.028504,1,0.769,0.769,0.5,0
-0.19922,-0.19889,0.029419,1,0.77,0.77,0.5,0
-0.20915,-0.20881,0.030311,1,0.771,0.771,0.5,0
-0.21908,-0.21873,0.031203,1,0.772,0.772,0.5,0
-0.22901,-0.22865,0.032095,1,0.773,0.773,0.5,0
-0.23894,-0.23858,0.032987,1,0.774,0.774,0.5,0
-0.24887,-0.2485,0.033879,1,0.775,0.775,0.5,0
-0.2588,-0.25842,0.034772,1,0.776,0.776,0.5,0
-0.26873,-0.26834,0.035664,1,0.777,0.777,0.5,0
-0.27866,-0.27827,0.036556,1,0.778,0.778,0.5,0
-0.28859,-0.28819,0.037448,1,0.779,0.779,0.5,0
-0.29852,-0.29811,0.03834,1,0.78,0.78,0.5,0
-0.30772,-0.3073,0.039203,1,0.781,0.781,0.5,0
-0.31692,-0.31649,0.040065,1,0.782,0.782,0.5,0
-0.32612,-0.32568,0.040928,1,0.783,0.783,0.5,0
-0.33532,-0.33487,0.041791,1,0.784,0.784,0.5,0
-0.34451,-0.34407,0.042653,1,0.785,0.785,0.5,0
-0.35371,-0.35326,0.043516,1,0.786,0.786,0.5,0
-0.36291,-0.36245,0.044378,1,0.787,0.787,0.5,0
-0.37211,-0.37164,0.045241,1,0.788,0.788,0.5,0
-0.38131,-0.38083,0.046104,1,0.789,0.789,0.5,0
-0.3905,-0.39002,0.046966,1,0.79,0.79,0.5,0
-0.39883,-0.39834,0.047794,1,0.791,0.791,0.5,0
-0.40715,-0.40666,0.048621,1,0.792,0.792,0.5,0
-0.41547,-0.41498,0.049448,1,0.793,0.793,0.5,0
-0.4238,-0.42329,0.050276,1,0.794,0.794,0.5,0
-0.43212,-0.43161,0.051103,1,0.795,0.795,0.5,0
-0.44044,-0.43993,0.05193,1,0.796,0.796,0.5,0
-0.44877,-0.44825,0.052758,1,0.797,0.797,0.5,0
-0.45709,-0.45657,0.053585,1,0.798,0.798,0.5,0
-0.46541,-0.46488,0.054412,1,0.799,0.799,0.5,0
-0.47374,-0.4732,0.05524,1,0.8,0.8,0.5,0
-0.48111,-0.48057,0.056027,1,0.801,0.801,0.5,0
-0.48849,-0.48794,0.056815,1,0.802,0.802,0.5,0
-0.49586,-0.49531,0.057603,1,0.803,0.803,0.5,0
-0.50323,-0.50268,0.05839,1,0.804,0.804,0.5,0
-0.51061,-0.51005,0.059178,1,0.805,0.805,0.5,0
-0.51798,-0.51742,0.059966,1,0.806,0.806,0.5,0
-0.52535,-0.52479,0.060753,1,0.807,0.807,0.5,0
-0.53273,-0.53216,0.061541,1,0.808,0.808,0.5,0
-0.5401,-0.53953,0.062329,1,0.809,0.809,0.5,0
-0.54748,-0.5469,0.063116,1,0.81,0.81,0.5,0
-0.55388,-0.55331,0.063861,1,0.811,0.811,0.5,0
-0.56029,-0.55972,0.064606,1,0.812,0.812,0.5,0
-0.5667,-0.56612,0.065351,1,0.813,0.813,0.5,0
-0.57311,-0.57253,0.066096,1,0.814,0.814,0.5,0
-0.57952,-0.57894,0.066841,1,0.815,0.815,0.5,0
-0.58593,-0.58534,0.067586,1,0.816,0.816,0.5,0
-0.59234,-0.59175,0.068331,1,0.817,0.817,0.5,0
-0.59875,-0.59816,0.069077,1,0.818,0.818,0.5,0
-0.60516,-0.60456,0.069822,1,0.819,0.819,0.5,0
-0.61157,-0.61097,0.070567,1,0.82,0.82,0.5,0
-0.61705,-0.61645,0.071267,1,0.821,0.821,0.5,0
-0.62253,-0.62193,0.071968,1,0.822,0.822,0.5,0
-0.62801,-0.6274,0.072668,1,0.823,0.823,0.5,0
-0.63349,-0.63288,0.073369,1,0.824,0.824,0.5,0
-0.63897,-0.63836,0.074069,1,0.825,0.825,0.5,0
-0.64445,-0.64384,0.07477,1,0.826,0.826,0.5,0
-0.64993,-0.64932,0.07547,1,0.827,0.827,0.5,0
-0.65541,-0.65479,0.076171,1,0.828,0.828,0.5,0
-0.66089,-0.66027,0.076872,1,0.829,0.829,0.5,0
-0.66637,-0.66575,0.077572,1,0.83,0.83,0.5,0
-0.67098,-0.67036,0.078227,1,0.831,0.831,0.5,0
-0.6756,-0.67498,0.078883,1,0.832,0.832,0.5,0
-0.68021,-0.6796,0.079538,1,0.833,0.833,0.5,0
-0.68483,-0.68421,0.080193,1,0.834,0.834,0.5,0
-0.68945,-0.68883,0.080848,1,0.835,0.835,0.5,0
-0.69406,-0.69344,0.081504,1,0.836,0.836,0.5,0
-0.69868,-0.69806,0.082159,1,0.837,0.837,0.5,0
-0.7033,-0.70267,0.082814,1,0.838,0.838,0.5,0
-0.70791,-0.70729,0.083469,1,0.839,0.839,0.5,0
-0.71253,-0.71191,0.084124,1,0.84,0.84,0.5,0
-0.71637,-0.71575,0.084734,1,0.841,0.841,0.5,0
-0.72021,-0.71959,0.085344,1,0.842,0.842,0.5,0
-0.72405,-0.72343,0.085954,1,0.843,0.843,0.5,0
-0.72789,-0.72727,0.086564,1,0.844,0.844,0.5,0
-0.73173,-0.73111,0.087173,1,0.845,0.845,0.5,0
-0.73558,-0.73495,0.087783,1,0.846,0.846,0.5,0
-0.73942,-0.73879,0.088393,1,0.847,0.847,0.5,0
-0.74326,-0.74263,0.089003,1,0.848,0.848,0.5,0
-0.7471,-0.74647,0.089613,1,0.849,0.849,0.5,0
-0.75094,-0.75031,0.090222,1,0.85,0.85,0.5,0
-0.7541,-0.75347,0.090787,1,0.851,0.851,0.5,0
-0.75726,-0.75663,0.091352,1,0.852,0.852,0.5,0
-0.76042,-0.7598,0.091917,1,0.853,0.853,0.5,0
-0.76358,-0.76296,0.092482,1,0.854,0.854,0.5,0
-0.76674,-0.76612,0.093046,1,0.855,0.855,0.5,0
-0.76991,-0.76928,0.093611,1,0.856,0.856,0.5,0
-0.77307,-0.77244,0.094176,1,0.857,0.857,0.5,0
-0.77623,-0.7756,0.094741,1,0.858,0.858,0.5,0
-0.77939,-0.77876,0.095305,1,0.859,0.859,0.5,0
-0.78255,-0.78192,0.09587,1,0.86,0.86,0.5,0
-0.78513,-0.7845,0.096391,1,0.861,0.861,0.5,0
-0.7877,-0.78708,0.096911,1,0.862,0.862,0.5,0
