"alpha","alpha_0","mu","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.94557,0.9446,-0.024606,1,0.42,0.5,0.42,0
0.94621,0.94524,-0.024658,1,0.421,0.5,0.421,0
0.94686,0.94589,-0.02471,1,0.422,0.5,0.422,0
0.9475,0.94653,-0.024762,1,0.423,0.5,0.423,0
0.94815,0.94718,-0.024815,1,0.424,0.5,0.424,0
0.94879,0.94782,-0.024867,1,0.425,0.5,0.425,0
0.94943,0.94846,-0.024919,1,0.426,0.5,0.426,0
0.95008,0.94911,-0.024972,1,0.427,0.5,0.427,0
0.95072,0.94975,-0.025024,1,0.428,0.5,0.428,0
0.95137,0.9504,-0.025076,1,0.429,0.5,0.429,0
0.95201,0.95104,-0.025128,1,0.43,0.5,0.43,0
0.95251,0.95154,-0.025173,1,0.431,0.5,0.431,0
0.95301,0.95204,-0.025218,1,0.432,0.5,0.432,0
0.95351,0.95254,-0.025264,1,0.433,0.5,0.433,0
0.95401,0.95304,-0.025309,1,0.434,0.5,0.434,0
0.95451,0.95354,-0.025354,1,0.435,0.5,0.435,0
0.95501,0.95404,-0.025399,1,0.436,0.5,0.436,0
0.95551,0.95454,-0.025444,1,0.437,0.5,0.437,0
0.95601,0.95504,-0.025489,1,0.438,0.5,0.438,0
0.95651,0.95554,-0.025534,1,0.439,0.5,0.439,0
0.95701,0.95604,-0.025579,1,0.44,0.5,0.44,0
0.95739,0.95642,-0.025617,1,0.441,0.5,0.441,0
0.95777,0.9568,-0.025655,1,0.442,0.5,0.442,0
0.95816,0.95718,-0.025693,1,0.443,0.5,0.443,0
0.95854,0.95757,-0.025731,1,0.444,0.5,0.444,0
0.95892,0.95795,-0.025769,1,0.445,0.5,0.445,0
0.9593,0.95833,-0.025807,1,0.446,0.5,0.446,0
0.95969,0.95872,-0.025845,1,0.447,0.5,0.447,0
0.96007,0.9591,-0.025882,1,0.448,0.5,0.448,0
0.96045,0.95948,-0.02592,1,0.449,0.5,0.449,0
0.96084,0.95986,-0.025958,1,0.45,0.5,0.45,0
0.96112,0.96015,-0.025989,1,0.451,0.5,0.451,0
0.96141,0.96044,-0.02602,1,0.452,0.5,0.452,0
0.9617,0.96073,-0.026051,1,0.453,0.5,0.453,0
0.96199,0.96101,-0.026082,1,0.454,0.5,0.454,0
0.96227,0.9613,-0.026113,1,0.455,0.5,0.455,0
0.96256,0.96159,-0.026144,1,0.456,0.5,0.456,0
0.96285,0.96187,-0.026175,1,0.457,0.5,0.457,0
0.96313,0.96216,-0.026206,1,0.458,0.5,0.458,0
0.96342,0.96245,-0.026237,1,0.459,0.5,0.459,0
0.96371,0.96274,-0.026268,1,0.46,0.5,0.46,0
0.96392,0.96294,-0.026292,1,0.461,0.5,0.461,0
0.96412,0.96315,-0.026316,1,0.462,0.5,0.462,0
0.96433,0.96336,-0.02634,1,0.463,0.5,0.463,0
0.96454,0.96357,-0.026364,1,0.464,0.5,0.464,0
0.96475,0.96378,-0.026388,1,0.465,0.5,0.465,0
0.96496,0.96398,-0.026412,1,0.466,0.5,0.466,0
0.96517,0.96419,-0.026436,1,0.467,0.5,0.467,0
0.96537,0.9644,-0.02646,1,0.468,0.5,0.468,0
0.96558,0.96461,-0.026484,1,0.469,0.5,0.469,0
0.96579,0.96482,-0.026508,1,0.47,0.5,0.47,0
0.96593,0.96496,-0.026525,1,0.471,0.5,0.471,0
0.96607,0.9651,-0.026543,1,0.472,0.5,0.472,0
0.96621,0.96524,-0.02656,1,0.473,0.5,0.473,0
0.96635,0.96538,-0.026577,1,0.474,0.5,0.474,0
0.96649,0.96552,-0.026594,1,0.475,0.5,0.475,0
0.96663,0.96566,-0.026611,1,0.476,0.5,0.476,0
0.96677,0.9658,-0.026628,1,0.477,0.5,0.477,0
0.96691,0.96594,-0.026645,1,0.478,0.5,0.478,0
0.96705,0.96608,-0.026662,1,0.479,0.5,0.479,0
0.9672,0.96622,-0.02668,1,0.48,0.5,0.48,0
0.96728,0.9663,-0.02669,1,0.481,0.5,0.481,0
0.96736,0.96638,-0.0267,1,0.482,0.5,0.482,0
0.96744,0.96646,-0.02671,1,0.483,0.5,0.483,0
0.96752,0.96655,-0.026721,1,0.484,0.5,0.484,0
0.9676,0.96663,-0.026731,1,0.485,0.5,0.485,0
0.96768,0.96671,-0.026741,1,0.486,0.5,0.486,0
0.96776,0.96679,-0.026752,1,0.487,0.5,0.487,0
0.96784,0.96687,-0.026762,1,0.488,0.5,0.488,0
0.96793,0.96695,-0.026772,1,0.489,0.5,0.489,0
0.96801,0.96703,-0.026782,1,0.49,0.5,0.49,0
0.96803,0.96706,-0.026786,1,0.491,0.5,0.491,0
0.96806,0.96709,-0.026789,1,0.492,0.5,0.492,0
0.96809,0.96711,-0.026793,1,0.493,0.5,0.493,0
0.96811,0.96714,-0.026796,1,0.494,0.5,0.494,0
0.96814,0.96717,-0.026799,1,0.495,0.5,0.495,0
0.96817,0.96719,-0.026803,1,0.496,0.5,0.496,0
0.96819,0.96722,-0.026806,1,0.497,0.5,0.497,0
0.96822,0.96724,-0.02681,1,0.498,0.5,0.498,0
0.96825,0.96727,-0.026813,1,0.499,0.5,0.499,0
0.96827,0.9673,-0.026817,1,0.5,0.5,0.5,0
0.96825,0.96727,-0.026813,1,0.501,0.5,0.501,0
0.96822,0.96724,-0.02681,1,0.502,0.5,0.502,0
0.96819,0.96722,-0.026806,1,0.503,0.5,0.503,0
0.96817,0.96719,-0.026803,1,0.504,0.5,0.504,0
0.96814,0.96717,-0.026799,1,0.505,0.5,0.505,0
0.96811,0.96714,-0.026796,1,0.506,0.5,0.506,0
0.96809,0.96711,-0.026793,1,0.507,0.5,0.507,0
0.96806,0.96709,-0.026789,1,0.508,0.5,0.508,0
0.96803,0.96706,-0.026786,1,0.509,0.5,0.509,0
0.96801,0.96703,-0.026782,1,0.51,0.5,0.51,0
0.96793,0.96695,-0.026772,1,0.511,0.5,0.511,0
0.96784,0.96687,-0.026762,1,0.512,0.5,0.512,0
0.96776,0.96679,-0.026752,1,0.513,0.5,0.513,0
0.96768,0.96671,-0.026741,1,0.514,0.5,0.514,0
0.9676,0.96663,-0.026731,1,0.515,0.5,0.515,0
0.96752,0.96655,-0.026721,1,0.516,0.5,0.516,0
0.96744,0.96646,-0.02671,1,0.517,0.5,0.517,0
0.96736,0.96638,-0.0267,1,0.518,0.5,0.518,0
0.96728,0.9663,-0.02669,1,0.519,0.5,0.519,0
0.9672,0.96622,-0.02668,1,0.52,0.5,0.52,0
0.96705,0.96608,-0.026662,1,0.521,0.5,0.521,0
0.96691,0.96594,-0.026645,1,0.522,0.5,0.522,0
0.96677,0.9658,-0.026628,1,0.523,0.5,0.523,0
0.96663,0.96566,-0.026611,1,0.524,0.5,0.524,0
0.96649,0.96552,-0.026594,1,0.525,0.5,0.525,0
0.96635,0.96538,-0.026577,1,0.526,0.5,0.526,0
0.96621,0.96524,-0.02656,1,0.527,0.5,0.527,0
0.96607,0.9651,-0.026543,1,0.528,0.5,0.528,0
0.96593,0.96496,-0.026525,1,0.529,0.5,0.529,0
0.96579,0.96482,-0.026508,1,0.53,0.5,0.53,0
0.96558,0.96461,-0.026484,1,0.531,0.5,0.531,0
0.96537,0.9644,-0.02646,1,0.532,0.5,0.532,0
0.96517,0.96419,-0.026436,1,0.533,0.5,0.533,0
0.96496,0.96398,-0.026412,1,0.534,0.5,0.534,0
0.96475,0.96378,-0.026388,1,0.535,0.5,0.535,0
0.96454,0.96357,-0.026364,1,0.536,0.5,0.536,0
0.96433,0.96336,-0.02634,1,0.537,0.5,0.537,0
0.96412,0.96315,-0.026316,1,0.538,0.5,0.538,0
0.96392,0.96294,-0.026292,1,0.539,0.5,0.539,0
0.96371,0.96274,-0.026268,1,0.54,0.5,0.54,0
0.96342,0.96245,-0.026237,1,0.541,0.5,0.541,0
0.96313,0.96216,-0.026206,1,0.542,0.5,0.542,0
0.96285,0.96187,-0.026175,1,0.543,0.5,0.543,0
0.96256,0.96159,-0.026144,1,0.544,0.5,0.544,0
0.96227,0.9613,-0.026113,1,0.545,0.5,0.545,0
0.96199,0.96101,-0.026082,1,0.546,0.5,0.546,0
0.9617,0.96073,-0.026051,1,0.547,0.5,0.547,0
0.96141,0.96044,-0.02602,1,0.548,0.5,0.548,0
0.96112,0.96015,-0.025989,1,0.549,0.5,0.549,0
0.96084,0.95986,-0.025958,1,0.55,0.5,0.55,0
0.96045,0.95948,-0.02592,1,0.551,0.5,0.551,0
0.96007,0.9591,-0.025882,1,0.552,0.5,0.552,0
0.95969,0.95872,-0.025845,1,0.553,0.5,0.553,0
0.9593,0.95833,-0.025807,1,0.554,0.5,0.554,0
0.95892,0.95795,-0.025769,1,0.555,0.5,0.555,0
0.95854,0.95757,-0.025731,1,0.556,0.5,0.556,0
0.95816,0.95718,-0.025693,1,0.557,0.5,0.557,0
0.95777,0.9568,-0.025655,1,0.558,0.5,0.558,0
0.95739,0.95642,-0.025617,1,0.559,0.5,0.559,0
0.95701,0.95604,-0.025579,1,0.56,0.5,0.56,0
0.95651,0.95554,-0.025534,1,0.561,0.5,0.561,0
0.95601,0.95504,-0.025489,1,0.562,0.5,0.562,0
0.95551,0.95454,-0.025444,1,0.563,0.5,0.563,0
0.95501,0.95404,-0.025399,1,0.564,0.5,0.564,0
0.95451,0.95354,-0.025354,1,0.565,0.5,0.565,0
0.95401,0.95304,-0.025309,1,0.566,0.5,0.566,0
0.95351,0.95254,-0.025264,1,0.567,0.5,0.567,0
0.95301,0.95204,-0.025218,1,0.568,0.5,0.568,0
0.95251,0.95154,-0.025173,1,0.569,0.5,0.569,0
0.95201,0.95104,-0.025128,1,0.57,0.5,0.57,0
0.95137,0.9504,-0.025076,1,0.571,0.5,0.571,0
0.95072,0.94975,-0.025024,1,0.572,0.5,0.572,0
0.95008,0.94911,-0.024972,1,0.573,0.5,0.573,0
0.94943,0.94846,-0.024919,1,0.574,0.5,0.574,0
0.94879,0.94782,-0.024867,1,0.575,0.5,0.575,0
0.94815,0.94718,-0.024815,1,0.576,0.5,0.576,0
0.9475,0.94653,-0.024762,1,0.577,0.5,0.577,0
0.94686,0.94589,-0.02471,1,0.578,0.5,0.578,0
0.94621,0.94524,-0.024658,1,0.579,0.5,0.579,0
0.94557,0.9446,-0.024606,1,0.58,0.5,0.58,0
0.94475,0.94378,-0.024546,1,0.581,0.5,0.581,0
0.94392,0.94295,-0.024486,1,0.582,0.5,0.582,0
0.9431,0.94213,-0.024427,1,0.583,0.5,0.583,0
0.94228,0.94131,-0.024367,1,0.584,0.5,0.584,0
0.94146,0.94048,-0.024307,1,0.585,0.5,0.585,0
0.94063,0.93966,-0.024248,1,0.586,0.5,0.586,0
0.93981,0.93884,-0.024188,1,0.587,0.5,0.587,0
0.93899,0.93802,-0.024128,1,0.588,0.5,0.588,0
0.93816,0.93719,-0.024069,1,0.589,0.5,0.589,0
0.93734,0.93637,-0.024009,1,0.59,0.5,0.59,0
0.93629,0.93532,-0.023941,1,0.591,0.5,0.591,0
0.93525,0.93428,-0.023874,1,0.592,0.5,0.592,0
0.9342,0.93323,-0.023807,1,0.593,0.5,0.593,0
0.93316,0.93219,-0.023739,1,0.594,0.5,0.594,0
0.93211,0.93114,-0.023672,1,0.595,0.5,0.595,0
0.93107,0.9301,-0.023605,1,0.596,0.5,0.596,0
0.93002,0.92905,-0.023537,1,0.597,0.5,0.597,0
0.92898,0.92801,-0.02347,1,0.598,0.5,0.598,0
0.92793,0.92696,-0.023403,1,0.599,0.5,0.599,0
0.92689,0.92592,-0.023335,1,0.6,0.5,0.6,0
0.92557,0.92459,-0.02326,1,0.601,0.5,0.601,0
0.92425,0.92327,-0.023185,1,0.602,0.5,0.602,0
0.92292,0.92195,-0.023109,1,0.603,0.5,0.603,0
0.9216,0.92063,-0.023034,1,0.604,0.5,0.604,0
0.92028,0.91931,-0.022959,1,0.605,0.5,0.605,0
0.91896,0.91799,-0.022883,1,0.606,0.5,0.606,0
0.91764,0.91667,-0.022808,1,0.607,0.5,0.607,0
0.91632,0.91535,-0.022733,1,0.608,0.5,0.608,0
0.915,0.91403,-0.022657,1,0.609,0.5,0.609,0
0.91368,0.91271,-0.022582,1,0.61,0.5,0.61,0
0.91202,0.91105,-0.022498,1,0.611,0.5,0.611,0
0.91036,0.90939,-0.022415,1,0.612,0.5,0.612,0
0.9087,0.90773,-0.022331,1,0.613,0.5,0.613,0
0.90704,0.90606,-0.022247,1,0.614,0.5,0.614,0
0.90538,0.9044,-0.022163,1,0.615,0.5,0.615,0
0.90372,0.90274,-0.02208,1,0.616,0.5,0.616,0
0.90206,0.90108,-0.021996,1,0.617,0.5,0.617,0
0.90039,0.89942,-0.021912,1,0.618,0.5,0.618,0
0.89873,0.89776,-0.021828,1,0.619,0.5,0.619,0
0.89707,0.8961,-0.021745,1,0.62,0.5,0.62,0
0.895,0.89402,-0.021652,1,0.621,0.5,0.621,0
0.89292,0.89195,-0.021559,1,0.622,0.5,0.622,0
0.89084,0.88987,-0.021466,1,0.623,0.5,0.623,0
0.88876,0.88779,-0.021374,1,0.624,0.5,0.624,0
0.88669,0.88572,-0.021281,1,0.625,0.5,0.625,0
0.88461,0.88364,-0.021188,1,0.626,0.5,0.626,0
0.88253,0.88156,-0.021095,1,0.627,0.5,0.627,0
0.88045,0.87948,-0.021003,1,0.628,0.5,0.628,0
0.87838,0.87741,-0.02091,1,0.629,0.5,0.629,0
0.8763,0.87533,-0.020817,1,0.63,0.5,0.63,0
0.87372,0.87275,-0.020715,1,0.631,0.5,0.631,0
0.87113,0.87016,-0.020612,1,0.632,0.5,0.632,0
0.86855,0.86758,-0.02051,1,0.633,0.5,0.633,0
0.86597,0.865,-0.020407,1,0.634,0.5,0.634,0
0.86338,0.86241,-0.020305,1,0.635,0.5,0.635,0
0.8608,0.85983,-0.020202,1,0.636,0.5,0.636,0
0.85821,0.85725,-0.0201,1,0.637,0.5,0.637,0
0.85563,0.85466,-0.019997,1,0.638,0.5,0.638,0
0.85305,0.85208,-0.019895,1,0.639,0.5,0.639,0
0.85046,0.8495,-0.019792,1,0.64,0.5,0.64,0
0.84727,0.84631,-0.019679,1,0.641,0.5,0.641,0
0.84408,0.84311,-0.019566,1,0.642,0.5,0.642,0
0.84089,0.83992,-0.019453,1,0.643,0.5,0.643,0
0.8377,0.83673,-0.01934,1,0.644,0.5,0.644,0
0.83451,0.83354,-0.019227,1,0.645,0.5,0.645,0
0.83131,0.83035,-0.019114,1,0.646,0.5,0.646,0
0.82812,0.82716,-0.019001,1,0.647,0.5,0.647,0
0.82493,0.82397,-0.018888,1,0.648,0.5,0.648,0
0.82174,0.82078,-0.018775,1,0.649,0.5,0.649,0
0.81855,0.81759,-0.018662,1,0.65,0.5,0.65,0
0.81464,0.81368,-0.018538,1,0.651,0.5,0.651,0
0.81073,0.80977,-0.018413,1,0.652,0.5,0.652,0
0.80681,0.80586,-0.018289,1,0.653,0.5,0.653,0
0.8029,0.80195,-0.018164,1,0.654,0.5,0.654,0
0.79899,0.79804,-0.018039,1,0.655,0.5,0.655,0
0.79508,0.79413,-0.017915,1,0.656,0.5,0.656,0
0.79117,0.79022,-0.01779,1,0.657,0.5,0.657,0
0.78726,0.78631,-0.017666,1,0.658,0.5,0.658,0
0.78335,0.7824,-0.017541,1,0.659,0.5,0.659,0
0.77944,0.7785,-0.017416,1,0.66,0.5,0.66,0
0.77469,0.77375,-0.017279,1,0.661,0.5,0.661,0
0.76995,0.76901,-0.017142,1,0.662,0.5,0.662,0
0.7652,0.76427,-0.017005,1,0.663,0.5,0.663,0
0.76046,0.75953,-0.016867,1,0.664,0.5,0.664,0
0.75571,0.75478,-0.01673,1,0.665,0.5,0.665,0
0.75097,0.75004,-0.016593,1,0.666,0.5,0.666,0
0.74622,0.7453,-0.016456,1,0.667,0.5,0.667,0
0.74148,0.74055,-0.016318,1,0.668,0.5,0.668,0
0.73673,0.73581,-0.016181,1,0.669,0.5,0.669,0
0.73199,0.73107,-0.016044,1,0.67,0.5,0.67,0
0.7263,0.72538,-0.015893,1,0.671,0.5,0.671,0
0.72061,0.7197,-0.015741,1,0.672,0.5,0.672,0
0.71492,0.71401,-0.01559,1,0.673,0.5,0.673,0
0.70923,0.70833,-0.015439,1,0.674,0.5,0.674,0
0.70354,0.70264,-0.015288,1,0.675,0.5,0.675,0
0.69785,0.69696,-0.015137,1,0.676,0.5,0.676,0
0.69216,0.69127,-0.014986,1,0.677,0.5,0.677,0
0.68647,0.68558,-0.014835,1,0.678,0.5,0.678,0
0.68078,0.6799,-0.014684,1,0.679,0.5,0.679,0
0.67509,0.67421,-0.014532,1,0.68,0.5,0.68,0
0.66836,0.66749,-0.014367,1,0.681,0.5,0.681,0
0.66164,0.66077,-0.014201,1,0.682,0.5,0.682,0
0.65491,0.65405,-0.014035,1,0.683,0.5,0.683,0
0.64818,0.64733,-0.013869,1,0.684,0.5,0.684,0
0.64146,0.64061,-0.013703,1,0.685,0.5,0.685,0
0.63473,0.63389,-0.013537,1,0.686,0.5,0.686,0
0.628,0.62717,-0.013371,1,0.687,0.5,0.687,0
0.62128,0.62045,-0.013205,1,0.688,0.5,0.688,0
0.61455,0.61373,-0.013039,1,0.689,0.5,0.689,0
0.60782,0.607,-0.012873,1,0.69,0.5,0.69,0
0.6,0.59919,-0.012691,1,0.691,0.5,0.691,0
0.59218,0.59138,-0.01251,1,0.692,0.5,0.692,0
0.58436,0.58357,-0.012328,1,0.693,0.5,0.693,0
0.57654,0.57575,-0.012147,1,0.694,0.5,0.694,0
0.56872,0.56794,-0.011965,1,0.695,0.5,0.695,0
0.5609,0.56013,-0.011784,1,0.696,0.5,0.696,0
0.55308,0.55232,-0.011602,1,0.697,0.5,0.697,0
0.54526,0.5445,-0.011421,1,0.698,0.5,0.698,0
0.53744,0.53669,-0.011239,1,0.699,0.5,0.699,0
0.52962,0.52888,-0.011057,1,0.7,0.5,0.7,0
0.5207,0.51997,-0.01086,1,0.701,0.5,0.701,0
0.51178,0.51106,-0.010663,1,0.702,0.5,0.702,0
0.50286,0.50216,-0.010466,1,0.703,0.5,0.703,0
0.49395,0.49325,-0.010269,1,0.704,0.5,0.704,0
0.48503,0.48434,-0.010072,1,0.705,0.5,0.705,0
0.47611,0.47544,-0.0098748,1,0.706,0.5,0.706,0
0.46719,0.46653,-0.0096777,1,0.707,0.5,0.707,0
0.45828,0.45762,-0.0094806,1,0.708,0.5,0.708,0
0.44936,0.44871,-0.0092835,1,0.709,0.5,0.709,0
0.44044,0.43981,-0.0090864,1,0.71,0.5,0.71,0
0.43049,0.42987,-0.0088746,1,0.711,0.5,0.711,0
0.42055,0.41994,-0.0086628,1,0.712,0.5,0.712,0
0.4106,0.41,-0.008451,1,0.713,0.5,0.713,0
0.40065,0.40007,-0.0082393,1,0.714,0.5,0.714,0
0.39071,0.39014,-0.0080275,1,0.715,0.5,0.715,0
0.38076,0.3802,-0.0078157,1,0.716,0.5,0.716,0
0.37081,0.37027,-0.0076039,1,0.717,0.5,0.717,0
0.36087,0.36034,-0.0073921,1,0.718,0.5,0.718,0
0.35092,0.3504,-0.0071803,1,0.719,0.5,0.719,0
0.34097,0.34047,-0.0069685,1,0.72,0.5,0.72,0
0.33015,0.32966,-0.0067441,1,0.721,0.5,0.721,0
0.31933,0.31885,-0.0065197,1,0.722,0.5,0.722,0
0.3085,0.30804,-0.0062953,1,0.723,0.5,0.723,0
0.29768,0.29724,-0.0060709,1,0.724,0.5,0.724,0
0.28686,0.28643,-0.0058464,1,0.725,0.5,0.725,0
0.27603,0.27562,-0.005622,1,0.726,0.5,0.726,0
0.26521,0.26481,-0.0053976,1,0.727,0.5,0.727,0
0.25438,0.254,-0.0051732,1,0.728,0.5,0.728,0
0.24356,0.24319,-0.0049488,1,0.729,0.5,0.729,0
0.23274,0.23238,-0.0047243,1,0.73,0.5,0.73,0
0.22127,0.22094,-0.0044906,1,0.731,0.5,0.731,0
0.2098,0.20949,-0.0042569,1,0.732,0.5,0.732,0
0.19834,0.19804,-0.0040232,1,0.733,0.5,0.733,0
0.18687,0.18659,-0.0037894,1,0.734,0.5,0.734,0
0.1754,0.17514,-0.0035557,1,0.735,0.5,0.735,0
0.16394,0.16369,-0.0033219,1,0.736,0.5,0.736,0
0.15247,0.15224,-0.0030882,1,0.737,0.5,0.737,0
0.141,0.14079,-0.0028545,1,0.738,0.5,0.738,0
0.12954,0.12934,-0.0026207,1,0.739,0.5,0.739,0
0.11807,0.11789,-0.002387,1,0.74,0.5,0.74,0
0.10626,0.1061,-0.0021483,1,0.741,0.5,0.741,0
0.094457,0.094312,-0.0019096,1,0.742,0.5,0.742,0
0.08265,0.082523,-0.0016709,1,0.743,0.5,0.743,0
0.070842,0.070734,-0.0014322,1,0.744,0.5,0.744,0
0.059035,0.058945,-0.0011935,1,0.745,0.5,0.745,0
0.047228,0.047156,-0.0009548,1,0.746,0.5,0.746,0
0.035421,0.035367,-0.0007161,1,0.747,0.5,0.747,0
0.023614,0.023578,-0.00047739,1,0.748,0.5,0.748,0
0.011807,0.011789,-0.0002387,1,0.749,0.5,0.749,0
0,0,-1.7462e-10,1,0.75,0.5,0.75,0
-0.011807,-0.011789,0.0002387,1,0.751,0.5,0.751,0
-0.023614,-0.023578,0.00047739,1,0.752,0.5,0.752,0
-0.035421,-0.035367,0.0007161,1,0.753,0.5,0.753,0
-0.047228,-0.047156,0.0009548,1,0.754,0.5,0.754,0
-0.059035,-0.058945,0.0011935,1,0.755,0.5,0.755,0
-0.070842,-0.070734,0.0014322,1,0.756,0.5,0.756,0
-0.08265,-0.082523,0.0016709,1,0.757,0.5,0.757,0
-0.094457,-0.094312,0.0019096,1,0.758,0.5,0.758,0
-0.10626,-0.1061,0.0021483,1,0.759,0.5,0.759,0
-0.11807,-0.11789,0.002387,1,0.76,0.5,0.76,0
-0.12954,-0.12934,0.0026207,1,0.761,0.5,0.761,0
-0.141,-0.14079,0.0028545,1,0.762,0.5,0.762,0
-0.15247,-0.15224,0.0030882,1,0.763,0.5,0.763,0
-0.16394,-0.16369,0.0033219,1,0.764,0.5,0.764,0
-0.1754,-0.17514,0.0035557,1,0.765,0.5,0.765,0
-0.18687,-0.18659,0.0037894,1,0.766,0.5,0.766,0
-0.19834,-0.19804,0.0040232,1,0.767,0.5,0.767,0
-0.2098,-0.20949,0.0042569,1,0.768,0.5,0.768,0
-0.22127,-0.22094,0.0044906,1,0.769,0.5,0.769,0
-0.23274,-0.23238,0.0047243,1,0.77,0.5,0.77,0
-0.24356,-0.24319,0.0049488,1,0.771,0.5,0.771,0
-0.25438,-0.254,0.0051732,1,0.772,0.5,0.772,0
-0.26521,-0.26481,0.0053976,1,0.773,0.5,0.773,0
-0.27603,-0.27562,0.005622,1,0.774,0.5,0.774,0
-0.28686,-0.28643,0.0058464,1,0.775,0.5,0.775,0
-0.29768,-0.29724,0.0060709,1,0.776,0.5,0.776,0
-0.3085,-0.30804,0.0062953,1,0.777,0.5,0.777,0
-0.31933,-0.31885,0.0065197,1,0.778,0.5,0.778,0
-0.33015,-0.32966,0.0067441,1,0.779,0.5,0.779,0
-0.34097,-0.34047,0.0069685,1,0.78,0.5,0.78,0
-0.35092,-0.3504,0.0071803,1,0.781,0.5,0.781,0
-0.36087,-0.36034,0.0073921,1,0.782,0.5,0.782,0
-0.37081,-0.37027,0.0076039,1,0.783,0.5,0.783,0
-0.38076,-0.3802,0.0078157,1,0.784,0.5,0.784,0
-0.39071,-0.39014,0.0080275,1,0.785,0.5,0.785,0
-0.40065,-0.40007,0.0082393,1,0.786,0.5,0.786,0
-0.4106,-0.41,0.008451,1,0.787,0.5,0.787,0
-0.42055,-0.41994,0.0086628,1,0.788,0.5,0.788,0
-0.43049,-0.42987,0.0088746,1,0.789,0.5,0.789,0
-0.44044,-0.43981,0.0090864,1,0.79,0.5,0.79,0
-0.44936,-0.44871,0.0092835,1,0.791,0.5,0.791,0
-0.45828,-0.45762,0.0094806,1,0.792,0.5,0.792,0
-0.46719,-0.46653,0.0096777,1,0.793,0.5,0.793,0
-0.47611,-0.47544,0.0098748,1,0.794,0.5,0.794,0
-0.48503,-0.48434,0.010072,1,0.795,0.5,0.795,0
-0.49395,-0.49325,0.010269,1,0.796,0.5,0.796,0
-0.50286,-0.50216,0.010466,1,0.797,0.5,0.797,0
-0.51178,-0.51106,0.010663,1,0.798,0.5,0.798,0
-0.5207,-0.51997,0.01086,1,0.799,0.5,0.799,0
-0.52962,-0.52888,0.011057,1,0.8,0.5,0.8,0
-0.53744,-0.53669,0.011239,1,0.801,0.5,0.801,0
-0.54526,-0.5445,0.011421,1,0.802,0.5,0.802,0
-0.55308,-0.55232,0.011602,1,0.803,0.5,0.803,0
-0.5609,-0.56013,0.011784,1,0.804,0.5,0.804,0
-0.56872,-0.56794,0.011965,1,0.805,0.5,0.805,0
-0.57654,-0.57575,0.012147,1,0.806,0.5,0.806,0
-0.58436,-0.58357,0.012328,1,0.807,0.5,0.807,0
-0.59218,-0.59138,0.01251,1,0.808,0.5,0.808,0
-0.6,-0.59919,0.012691,1,0.809,0.5,0.809,0
-0.60782,-0.607,0.012873,1,0.81,0.5,0.81,0
-0.61455,-0.61373,0.013039,1,0.811,0.5,0.811,0
-0.62128,-0.62045,0.013205,1,0.812,0.5,0.812,0
-0.628,-0.62717,0.013371,1,0.813,0.5,0.813,0
-0.63473,-0.63389,0.013537,1,0.814,0.5,0.814,0
-0.64146,-0.64061,0.013703,1,0.815,0.5,0.815,0
-0.64818,-0.64733,0.013869,1,0.816,0.5,0.816,0
-0.65491,-0.65405,0.014035,1,0.817,0.5,0.817,0
-0.66164,-0.66077,0.014201,1,0.818,0.5,0.818,0
-0.66836,-0.66749,0.014367,1,0.819,0.5,0.819,0
-0.67509,-0.67421,0.014532,1,0.82,0.5,0.82,0
-0.68078,-0.6799,0.014684,1,0.821,0.5,0.821,0
-0.68647,-0.68558,0.014835,1,0.822,0.5,0.822,0
-0.69216,-0.69127,0.014986,1,0.823,0.5,0.823,0
-0.69785,-0.69696,0.015137,1,0.824,0.5,0.824,0
-0.70354,-0.70264,0.015288,1,0.825,0.5,0.825,0
-0.70923,-0.70833,0.015439,1,0.826,0.5,0.826,0
-0.71492,-0.71401,0.01559,1,0.827,0.5,0.827,0
-0.72061,-0.7197,0.015741,1,0.828,0.5,0.828,0
-0.7263,-0.72538,0.015893,1,0.829,0.5,0.829,0
-0.73199,-0.73107,0.016044,1,0.83,0.5,0.83,0
-0.73673,-0.73581,0.016181,1,0.831,0.5,0.831,0
-0.74148,-0.74055,0.016318,1,0.832,0.5,0.832,0
-0.74622,-0.7453,0.016456,1,0.833,0.5,0.833,0
-0.75097,-0.75004,0.016593,1,0.834,0.5,0.834,0
-0.75571,-0.75478,0.01673,1,0.835,0.5,0.835,0
-0.76046,-0.75953,0.016867,1,0.836,0.5,0.836,0
-0.7652,-0.76427,0.017005,1,0.837,0.5,0.837,0
-0.76995,-0.76901,0.017142,1,0.838,0.5,0.838,0
-0.77469,-0.77375,0.017279,1,0.839,0.5,0.839,0
-0.77944,-0.7785,0.017416,1,0.84,0.5,0.84,0
-0.78335,-0.7824,0.017541,1,0.841,0.5,0.841,0
-0.78726,-0.78631,0.017666,1,0.842,0.5,0.842,0
-0.79117,-0.79022,0.01779,1,0.843,0.5,0.843,0
-0.79508,-0.79413,0.017915,1,0.844,0.5,0.844,0
-0.79899,-0.79804,0.018039,1,0.845,0.5,0.845,0
-0.8029,-0.80195,0.018164,1,0.846,0.5,0.846,0
-0.80681,-0.80586,0.018289,1,0.847,0.5,0.847,0
-0.81073,-0.80977,0.018413,1,0.848,0.5,0.848,0
-0.81464,-0.81368,0.018538,1,0.849,0.5,0.849,0
